NAME,submitter_id,methilation
PTPRT,TCGA-DC-6683,0.710501798
RNF43,TCGA-DC-6683,0.034592498
FBXW7,TCGA-DC-6683,0.074127592
DCC,TCGA-DC-6683,0.745543695
ZFHX3,TCGA-DC-6683,0.061426616
CSMD3,TCGA-DC-6683,0.434330955
ERBB4,TCGA-DC-6683,0.045275964
CNTNAP2,TCGA-DC-6683,0.453928435
FAM123B,TCGA-DC-6683,0.0330612
KRAS,TCGA-DC-6683,0.011118451
TNC,TCGA-DC-6683,0.170117066
ZFHX3,TCGA-DC-6683,0.045418851
RNF213,TCGA-DC-6683,0.051921276
BRAF,TCGA-DC-6683,0.021536162
SMAD4,TCGA-DC-6683,0.047642058
KRAS,TCGA-DC-6683,0.01148495
BRAF,TCGA-DC-6683,0.041701731
BCL9L,TCGA-DC-6683,0.134068122
ARID1A,TCGA-DC-6683,0.047641602
PTPN13,TCGA-DC-6683,0.038812101
BRCA2,TCGA-DC-6683,0.908305532
PTPRT,TCGA-DC-6683,0.604581035
PREX2,TCGA-DC-6683,0.430284001
BRAF,TCGA-DC-6683,0.022757791
TCF7L2,TCGA-DC-6683,0.042671347
ACVR2A,TCGA-DC-6683,0.075709487
APC,TCGA-DC-6683,0.458096166
MYH11,TCGA-DC-6683,0.046817775
CDH4,TCGA-DC-6683,0.615362794
BIRC6,TCGA-DC-6683,0.025220467
CNTNAP2,TCGA-DC-6683,0.745023798
AKAP9,TCGA-DC-6683,0.047110837
APC,TCGA-DC-6683,0.578501954
BRAF,TCGA-DC-6683,0.028336824
KRAS,TCGA-DC-6683,0.043634078
ARID1A,TCGA-DC-6683,0.034286446
PREX2,TCGA-DC-6683,0.839334197
MYH11,TCGA-DC-6683,0.172663751
CARD11,TCGA-DC-6683,0.646198032
KRAS,TCGA-DC-6683,0.027363064
BCORL1,TCGA-DC-6683,0.037649378
DCC,TCGA-DC-6683,0.149182048
DCC,TCGA-DC-6683,0.615759519
BIRC6,TCGA-DC-6683,0.024314386
FAM123B,TCGA-DC-6683,0.045974499
FAT1,TCGA-DC-6683,0.043559896
PIK3CA,TCGA-DC-6683,0.057273623
TCF7L2,TCGA-DC-6683,
BCL9L,TCGA-DC-6683,0.185836279
APC,TCGA-DC-6683,0.576133391
TNC,TCGA-DC-6683,0.085381969
ERBB4,TCGA-DC-6683,0.018489924
ROS1,TCGA-DC-6683,0.383518776
RNF213,TCGA-DC-6683,0.172075363
APC,TCGA-DC-6683,0.627655607
DCC,TCGA-DC-6683,0.780217118
BCL9,TCGA-DC-6683,0.043761
PIK3CA,TCGA-DC-6683,0.045023771
ACVR2A,TCGA-DC-6683,0.100655269
TRRAP,TCGA-DC-6683,0.124462688
BRAF,TCGA-DC-6683,0.021767496
DCC,TCGA-DC-6683,0.535200767
BCORL1,TCGA-DC-6683,0.026076126
PTPN13,TCGA-DC-6683,0.040863569
CTNNA2,TCGA-DC-6683,0.045605028
AKAP9,TCGA-DC-6683,0.03820188
DCC,TCGA-DC-6683,0.194081681
APC,TCGA-DC-6683,0.445109459
RNF43,TCGA-DC-6683,0.266847252
GRIN2A,TCGA-DC-6683,0.322871844
DCC,TCGA-DC-6683,0.477917935
DCC,TCGA-DC-6683,0.128300179
MLL4,TCGA-DC-6683,0.035077158
SMAD4,TCGA-DC-6683,0.047545896
CARD11,TCGA-DC-6683,0.269731375
ANK1,TCGA-DC-6683,0.297895329
BRCA2,TCGA-DC-6683,0.043206924
ANK1,TCGA-DT-5265,0.679510606
DCC,TCGA-DT-5265,0.216387443
KRAS,TCGA-DT-5265,0.047579416
CDH10,TCGA-DT-5265,0.879060106
APC,TCGA-DT-5265,0.529948475
GRIN2A,TCGA-DT-5265,0.524311944
DCC,TCGA-DT-5265,0.077082774
ATRX,TCGA-DT-5265,0.046655356
LRP1B,TCGA-DT-5265,0.634608961
KRAS,TCGA-DT-5265,0.104295568
FAT1,TCGA-DT-5265,0.038412294
BRAF,TCGA-DT-5265,0.14288973
FBXW7,TCGA-DT-5265,0.045669795
TRRAP,TCGA-DT-5265,0.114851796
MLL3,TCGA-DT-5265,0.194002997
DCC,TCGA-DT-5265,0.133172021
PTPRT,TCGA-DT-5265,0.534659097
RNF43,TCGA-DT-5265,0.053351612
FBXW7,TCGA-DT-5265,0.069345505
DCC,TCGA-DT-5265,0.274801027
ZFHX3,TCGA-DT-5265,0.054065709
CSMD3,TCGA-DT-5265,0.637504479
ERBB4,TCGA-DT-5265,0.473575244
CNTNAP2,TCGA-DT-5265,0.653131928
FAM123B,TCGA-DT-5265,0.032862595
KRAS,TCGA-DT-5265,0.012630652
TNC,TCGA-DT-5265,0.060107643
ZFHX3,TCGA-DT-5265,0.050539759
RNF213,TCGA-DT-5265,0.056497038
BRAF,TCGA-DT-5265,0.023655503
SMAD4,TCGA-DT-5265,0.043690021
KRAS,TCGA-DT-5265,0.013610135
BRAF,TCGA-DT-5265,0.054483366
BCL9L,TCGA-DT-5265,0.122824135
ARID1A,TCGA-DT-5265,0.055047428
PTPN13,TCGA-DT-5265,0.060037699
BRCA2,TCGA-DT-5265,0.892001132
PTPRT,TCGA-DT-5265,0.591721008
PREX2,TCGA-DT-5265,0.692168214
BRAF,TCGA-DT-5265,0.030476799
TCF7L2,TCGA-DT-5265,0.044034328
ACVR2A,TCGA-DT-5265,0.070690471
APC,TCGA-DT-5265,0.04166892
MYH11,TCGA-DT-5265,0.092599619
CDH4,TCGA-DT-5265,0.886838467
BIRC6,TCGA-DT-5265,0.037727506
CNTNAP2,TCGA-DT-5265,0.667451617
AKAP9,TCGA-DT-5265,0.058411361
APC,TCGA-DT-5265,0.041964107
BRAF,TCGA-DT-5265,0.029313209
KRAS,TCGA-DT-5265,0.062435963
ARID1A,TCGA-DT-5265,0.060440526
PREX2,TCGA-DT-5265,0.678274065
MYH11,TCGA-DT-5265,0.486402864
CARD11,TCGA-DT-5265,0.853801591
KRAS,TCGA-DT-5265,0.03076629
BCORL1,TCGA-DT-5265,0.054331578
DCC,TCGA-DT-5265,0.11411858
DCC,TCGA-DT-5265,0.077938839
BIRC6,TCGA-DT-5265,0.03040759
FAM123B,TCGA-DT-5265,0.042043868
FAT1,TCGA-DT-5265,0.044498381
PIK3CA,TCGA-DT-5265,0.041480628
TCF7L2,TCGA-DT-5265,0.249866975
BCL9L,TCGA-DT-5265,0.108144699
APC,TCGA-DT-5265,0.073252788
TNC,TCGA-DT-5265,0.064688963
ERBB4,TCGA-DT-5265,0.636885551
ROS1,TCGA-DT-5265,0.705621844
RNF213,TCGA-DT-5265,0.370555109
APC,TCGA-DT-5265,0.065644869
DCC,TCGA-DT-5265,0.163621214
BCL9,TCGA-DT-5265,0.044080163
PIK3CA,TCGA-DT-5265,0.065080958
ACVR2A,TCGA-DT-5265,0.100695418
TRRAP,TCGA-DT-5265,0.109076599
BRAF,TCGA-DT-5265,0.022704172
DCC,TCGA-DT-5265,0.08258496
BCORL1,TCGA-DT-5265,0.01947595
PTPN13,TCGA-DT-5265,0.043863866
CTNNA2,TCGA-DT-5265,0.599111672
AKAP9,TCGA-DT-5265,0.057760098
DCC,TCGA-DT-5265,0.260462479
APC,TCGA-DT-5265,0.071319927
RNF43,TCGA-DT-5265,0.45413649
GRIN2A,TCGA-DT-5265,0.547981176
DCC,TCGA-DT-5265,0.098283028
DCC,TCGA-DT-5265,0.093637665
MLL4,TCGA-DT-5265,0.038809439
SMAD4,TCGA-DT-5265,0.038656038
CARD11,TCGA-DT-5265,0.634970208
ANK1,TCGA-DT-5265,0.336718811
BRCA2,TCGA-DT-5265,0.039421512
ANK1,TCGA-DY-A0XA,0.294027814
DCC,TCGA-DY-A0XA,0.208500177
KRAS,TCGA-DY-A0XA,0.060259113
CDH10,TCGA-DY-A0XA,0.630189326
APC,TCGA-DY-A0XA,0.624926797
GRIN2A,TCGA-DY-A0XA,0.067866194
DCC,TCGA-DY-A0XA,0.755623433
ATRX,TCGA-DY-A0XA,0.373682765
LRP1B,TCGA-DY-A0XA,0.037987694
KRAS,TCGA-DY-A0XA,0.087776019
FAT1,TCGA-DY-A0XA,0.033719749
BRAF,TCGA-DY-A0XA,0.149152405
FBXW7,TCGA-DY-A0XA,0.041402153
TRRAP,TCGA-DY-A0XA,0.127614655
MLL3,TCGA-DY-A0XA,0.316431979
DCC,TCGA-DY-A0XA,0.585649285
PTPRT,TCGA-DY-A0XA,0.461329234
RNF43,TCGA-DY-A0XA,0.033000978
FBXW7,TCGA-DY-A0XA,0.072246418
DCC,TCGA-DY-A0XA,0.184330433
ZFHX3,TCGA-DY-A0XA,0.064965322
CSMD3,TCGA-DY-A0XA,0.197430858
ERBB4,TCGA-DY-A0XA,0.052195591
CNTNAP2,TCGA-DY-A0XA,0.415991781
FAM123B,TCGA-DY-A0XA,0.342778082
KRAS,TCGA-DY-A0XA,0.012773791
TNC,TCGA-DY-A0XA,0.093057491
ZFHX3,TCGA-DY-A0XA,0.05654318
RNF213,TCGA-DY-A0XA,0.059612514
BRAF,TCGA-DY-A0XA,0.029216021
SMAD4,TCGA-DY-A0XA,0.039597981
KRAS,TCGA-DY-A0XA,0.013528311
BRAF,TCGA-DY-A0XA,0.04144923
BCL9L,TCGA-DY-A0XA,0.086653672
ARID1A,TCGA-DY-A0XA,0.05546945
PTPN13,TCGA-DY-A0XA,0.046814046
BRCA2,TCGA-DY-A0XA,0.908059823
PTPRT,TCGA-DY-A0XA,0.244046485
PREX2,TCGA-DY-A0XA,0.320530321
BRAF,TCGA-DY-A0XA,0.022000631
TCF7L2,TCGA-DY-A0XA,0.059468513
ACVR2A,TCGA-DY-A0XA,0.065989045
APC,TCGA-DY-A0XA,0.030995798
MYH11,TCGA-DY-A0XA,0.03418916
CDH4,TCGA-DY-A0XA,0.931661541
BIRC6,TCGA-DY-A0XA,0.032086645
CNTNAP2,TCGA-DY-A0XA,0.801129828
AKAP9,TCGA-DY-A0XA,0.078278984
APC,TCGA-DY-A0XA,0.037079084
BRAF,TCGA-DY-A0XA,0.024705589
KRAS,TCGA-DY-A0XA,0.041849813
ARID1A,TCGA-DY-A0XA,0.04684097
PREX2,TCGA-DY-A0XA,0.658415493
MYH11,TCGA-DY-A0XA,0.219149818
CARD11,TCGA-DY-A0XA,0.594380433
KRAS,TCGA-DY-A0XA,0.034623269
BCORL1,TCGA-DY-A0XA,0.406017296
DCC,TCGA-DY-A0XA,0.077225771
DCC,TCGA-DY-A0XA,0.681352164
BIRC6,TCGA-DY-A0XA,0.019401502
FAM123B,TCGA-DY-A0XA,0.432302942
FAT1,TCGA-DY-A0XA,0.031728963
PIK3CA,TCGA-DY-A0XA,0.059428932
TCF7L2,TCGA-DY-A0XA,0.185229512
BCL9L,TCGA-DY-A0XA,0.12489037
APC,TCGA-DY-A0XA,0.063914527
TNC,TCGA-DY-A0XA,0.062888007
ERBB4,TCGA-DY-A0XA,0.015815259
ROS1,TCGA-DY-A0XA,0.300352556
RNF213,TCGA-DY-A0XA,0.329593179
APC,TCGA-DY-A0XA,0.043521843
DCC,TCGA-DY-A0XA,0.817284934
BCL9,TCGA-DY-A0XA,0.043186148
PIK3CA,TCGA-DY-A0XA,0.032879525
ACVR2A,TCGA-DY-A0XA,0.089356795
TRRAP,TCGA-DY-A0XA,0.116700378
BRAF,TCGA-DY-A0XA,0.023239356
DCC,TCGA-DY-A0XA,0.149282803
BCORL1,TCGA-DY-A0XA,0.398261209
PTPN13,TCGA-DY-A0XA,0.042319105
CTNNA2,TCGA-DY-A0XA,0.051516615
AKAP9,TCGA-DY-A0XA,0.024585736
DCC,TCGA-DY-A0XA,0.129415381
APC,TCGA-DY-A0XA,0.090207103
RNF43,TCGA-DY-A0XA,0.247978804
GRIN2A,TCGA-DY-A0XA,0.357319495
DCC,TCGA-DY-A0XA,0.086189853
DCC,TCGA-DY-A0XA,0.602537586
MLL4,TCGA-DY-A0XA,0.032005238
SMAD4,TCGA-DY-A0XA,0.0534521
CARD11,TCGA-DY-A0XA,0.037008956
ANK1,TCGA-DY-A0XA,0.258915222
BRCA2,TCGA-DY-A0XA,0.03912621
ANK1,TCGA-DY-A1DC,0.296204604
DCC,TCGA-DY-A1DC,0.206414864
KRAS,TCGA-DY-A1DC,0.040638828
CDH10,TCGA-DY-A1DC,0.869199795
APC,TCGA-DY-A1DC,0.194857257
GRIN2A,TCGA-DY-A1DC,0.346557805
DCC,TCGA-DY-A1DC,0.183945648
ATRX,TCGA-DY-A1DC,0.260790475
LRP1B,TCGA-DY-A1DC,0.06910036
KRAS,TCGA-DY-A1DC,0.083143494
FAT1,TCGA-DY-A1DC,0.051345419
BRAF,TCGA-DY-A1DC,0.092174162
FBXW7,TCGA-DY-A1DC,0.045194889
TRRAP,TCGA-DY-A1DC,0.110277348
MLL3,TCGA-DY-A1DC,0.20423715
DCC,TCGA-DY-A1DC,0.264091276
PTPRT,TCGA-DY-A1DC,0.666494906
RNF43,TCGA-DY-A1DC,0.03799435
FBXW7,TCGA-DY-A1DC,0.063406329
DCC,TCGA-DY-A1DC,0.669144214
ZFHX3,TCGA-DY-A1DC,0.080049245
CSMD3,TCGA-DY-A1DC,0.475149216
ERBB4,TCGA-DY-A1DC,0.096234345
CNTNAP2,TCGA-DY-A1DC,0.042913329
FAM123B,TCGA-DY-A1DC,0.243274384
KRAS,TCGA-DY-A1DC,0.013366385
TNC,TCGA-DY-A1DC,0.056982979
ZFHX3,TCGA-DY-A1DC,0.056927301
RNF213,TCGA-DY-A1DC,0.049412237
BRAF,TCGA-DY-A1DC,0.020479265
SMAD4,TCGA-DY-A1DC,0.039785341
KRAS,TCGA-DY-A1DC,0.013551728
BRAF,TCGA-DY-A1DC,0.045912954
BCL9L,TCGA-DY-A1DC,0.10197271
ARID1A,TCGA-DY-A1DC,0.047285837
PTPN13,TCGA-DY-A1DC,0.034966216
BRCA2,TCGA-DY-A1DC,0.93192844
PTPRT,TCGA-DY-A1DC,0.575701577
PREX2,TCGA-DY-A1DC,0.497198233
BRAF,TCGA-DY-A1DC,0.01988207
TCF7L2,TCGA-DY-A1DC,0.06921474
ACVR2A,TCGA-DY-A1DC,0.064940756
APC,TCGA-DY-A1DC,0.027433579
MYH11,TCGA-DY-A1DC,0.13529908
CDH4,TCGA-DY-A1DC,0.739834996
BIRC6,TCGA-DY-A1DC,0.02729296
CNTNAP2,TCGA-DY-A1DC,0.372323147
AKAP9,TCGA-DY-A1DC,0.052900774
APC,TCGA-DY-A1DC,0.043832397
BRAF,TCGA-DY-A1DC,0.021054361
KRAS,TCGA-DY-A1DC,0.04377376
ARID1A,TCGA-DY-A1DC,0.035956018
PREX2,TCGA-DY-A1DC,0.615033717
MYH11,TCGA-DY-A1DC,0.47375819
CARD11,TCGA-DY-A1DC,0.650849771
KRAS,TCGA-DY-A1DC,0.021879944
BCORL1,TCGA-DY-A1DC,0.292201115
DCC,TCGA-DY-A1DC,0.092701646
DCC,TCGA-DY-A1DC,0.616651708
BIRC6,TCGA-DY-A1DC,0.020433701
FAM123B,TCGA-DY-A1DC,0.252964616
FAT1,TCGA-DY-A1DC,0.038118857
PIK3CA,TCGA-DY-A1DC,0.062169806
TCF7L2,TCGA-DY-A1DC,0.209365953
BCL9L,TCGA-DY-A1DC,0.174934632
APC,TCGA-DY-A1DC,0.082105467
TNC,TCGA-DY-A1DC,0.153949454
ERBB4,TCGA-DY-A1DC,0.019077605
ROS1,TCGA-DY-A1DC,0.35146101
RNF213,TCGA-DY-A1DC,0.267701932
APC,TCGA-DY-A1DC,0.039389139
DCC,TCGA-DY-A1DC,0.806402619
BCL9,TCGA-DY-A1DC,0.043147263
PIK3CA,TCGA-DY-A1DC,0.030218466
ACVR2A,TCGA-DY-A1DC,0.080240146
TRRAP,TCGA-DY-A1DC,0.085257111
BRAF,TCGA-DY-A1DC,0.019519885
DCC,TCGA-DY-A1DC,0.490228175
BCORL1,TCGA-DY-A1DC,0.167495898
PTPN13,TCGA-DY-A1DC,0.032372182
CTNNA2,TCGA-DY-A1DC,0.062315521
AKAP9,TCGA-DY-A1DC,0.031900547
DCC,TCGA-DY-A1DC,0.705922883
APC,TCGA-DY-A1DC,0.064677314
RNF43,TCGA-DY-A1DC,0.300702188
GRIN2A,TCGA-DY-A1DC,0.42399831
DCC,TCGA-DY-A1DC,0.477009039
DCC,TCGA-DY-A1DC,0.176070834
MLL4,TCGA-DY-A1DC,0.027864715
SMAD4,TCGA-DY-A1DC,0.053040904
CARD11,TCGA-DY-A1DC,0.475779924
ANK1,TCGA-DY-A1DC,0.436710863
BRCA2,TCGA-DY-A1DC,0.034880506
ANK1,TCGA-DY-A1DD,0.220669556
DCC,TCGA-DY-A1DD,0.231291805
KRAS,TCGA-DY-A1DD,0.059453177
CDH10,TCGA-DY-A1DD,0.158753717
APC,TCGA-DY-A1DD,0.23085208
GRIN2A,TCGA-DY-A1DD,0.400048625
DCC,TCGA-DY-A1DD,0.921049371
ATRX,TCGA-DY-A1DD,0.313414679
LRP1B,TCGA-DY-A1DD,0.061043778
KRAS,TCGA-DY-A1DD,0.078622737
FAT1,TCGA-DY-A1DD,0.025813604
BRAF,TCGA-DY-A1DD,0.081252104
FBXW7,TCGA-DY-A1DD,0.032712292
TRRAP,TCGA-DY-A1DD,0.090064254
MLL3,TCGA-DY-A1DD,0.162160024
DCC,TCGA-DY-A1DD,0.42325028
PTPRT,TCGA-DY-A1DD,0.478861253
RNF43,TCGA-DY-A1DD,0.033223118
FBXW7,TCGA-DY-A1DD,0.072946518
DCC,TCGA-DY-A1DD,0.55100406
ZFHX3,TCGA-DY-A1DD,0.068961788
CSMD3,TCGA-DY-A1DD,0.361417218
ERBB4,TCGA-DY-A1DD,0.437267624
CNTNAP2,TCGA-DY-A1DD,0.277029538
FAM123B,TCGA-DY-A1DD,0.337142213
KRAS,TCGA-DY-A1DD,0.011578934
TNC,TCGA-DY-A1DD,0.05376378
ZFHX3,TCGA-DY-A1DD,0.044601755
RNF213,TCGA-DY-A1DD,0.039900816
BRAF,TCGA-DY-A1DD,0.019858363
SMAD4,TCGA-DY-A1DD,0.038683552
KRAS,TCGA-DY-A1DD,0.013535867
BRAF,TCGA-DY-A1DD,0.043848789
BCL9L,TCGA-DY-A1DD,0.08777105
ARID1A,TCGA-DY-A1DD,0.044568459
PTPN13,TCGA-DY-A1DD,0.034764862
BRCA2,TCGA-DY-A1DD,0.91862786
PTPRT,TCGA-DY-A1DD,0.569421955
PREX2,TCGA-DY-A1DD,0.820723177
BRAF,TCGA-DY-A1DD,0.017314715
TCF7L2,TCGA-DY-A1DD,0.039788218
ACVR2A,TCGA-DY-A1DD,0.065780801
APC,TCGA-DY-A1DD,0.024796402
MYH11,TCGA-DY-A1DD,0.028454535
CDH4,TCGA-DY-A1DD,0.64982936
BIRC6,TCGA-DY-A1DD,0.027042282
CNTNAP2,TCGA-DY-A1DD,0.828238021
AKAP9,TCGA-DY-A1DD,0.06477361
APC,TCGA-DY-A1DD,0.054374183
BRAF,TCGA-DY-A1DD,0.026526642
KRAS,TCGA-DY-A1DD,0.041031418
ARID1A,TCGA-DY-A1DD,0.030023697
PREX2,TCGA-DY-A1DD,0.913168621
MYH11,TCGA-DY-A1DD,0.651147552
CARD11,TCGA-DY-A1DD,0.888809927
KRAS,TCGA-DY-A1DD,0.032903699
BCORL1,TCGA-DY-A1DD,0.393912029
DCC,TCGA-DY-A1DD,0.849029061
DCC,TCGA-DY-A1DD,0.699403947
BIRC6,TCGA-DY-A1DD,0.017407223
FAM123B,TCGA-DY-A1DD,0.41860844
FAT1,TCGA-DY-A1DD,0.023339196
PIK3CA,TCGA-DY-A1DD,0.060740235
TCF7L2,TCGA-DY-A1DD,0.231829551
BCL9L,TCGA-DY-A1DD,0.077994593
APC,TCGA-DY-A1DD,0.0932502
TNC,TCGA-DY-A1DD,0.076920123
ERBB4,TCGA-DY-A1DD,0.021276689
ROS1,TCGA-DY-A1DD,0.356466454
RNF213,TCGA-DY-A1DD,0.387331566
APC,TCGA-DY-A1DD,0.039956911
DCC,TCGA-DY-A1DD,0.910789041
BCL9,TCGA-DY-A1DD,0.045754938
PIK3CA,TCGA-DY-A1DD,0.037585266
ACVR2A,TCGA-DY-A1DD,0.062816681
TRRAP,TCGA-DY-A1DD,0.068767685
BRAF,TCGA-DY-A1DD,0.014920895
DCC,TCGA-DY-A1DD,0.822979782
BCORL1,TCGA-DY-A1DD,0.354249599
PTPN13,TCGA-DY-A1DD,0.031202571
CTNNA2,TCGA-DY-A1DD,0.062744441
AKAP9,TCGA-DY-A1DD,0.030708569
DCC,TCGA-DY-A1DD,0.169496126
APC,TCGA-DY-A1DD,0.062165787
RNF43,TCGA-DY-A1DD,0.186562477
GRIN2A,TCGA-DY-A1DD,0.230525482
DCC,TCGA-DY-A1DD,0.649699714
DCC,TCGA-DY-A1DD,0.634717827
MLL4,TCGA-DY-A1DD,0.036124942
SMAD4,TCGA-DY-A1DD,0.07805306
CARD11,TCGA-DY-A1DD,0.605316858
ANK1,TCGA-DY-A1DD,0.231460741
BRCA2,TCGA-DY-A1DD,0.042317937
ANK1,TCGA-DY-A1DE,0.199623249
DCC,TCGA-DY-A1DE,0.32879249
KRAS,TCGA-DY-A1DE,0.030920361
CDH10,TCGA-DY-A1DE,0.250099084
APC,TCGA-DY-A1DE,0.359959442
GRIN2A,TCGA-DY-A1DE,0.045749849
DCC,TCGA-DY-A1DE,0.671730637
ATRX,TCGA-DY-A1DE,0.439495242
LRP1B,TCGA-DY-A1DE,0.046454516
KRAS,TCGA-DY-A1DE,0.067820517
FAT1,TCGA-DY-A1DE,0.077392869
BRAF,TCGA-DY-A1DE,0.117039064
FBXW7,TCGA-DY-A1DE,0.038310983
TRRAP,TCGA-DY-A1DE,0.093171048
MLL3,TCGA-DY-A1DE,0.101731212
DCC,TCGA-DY-A1DE,0.492536389
PTPRT,TCGA-DY-A1DE,0.471996465
RNF43,TCGA-DY-A1DE,0.047669671
FBXW7,TCGA-DY-A1DE,0.047881505
DCC,TCGA-DY-A1DE,0.219004018
ZFHX3,TCGA-DY-A1DE,0.072457815
CSMD3,TCGA-DY-A1DE,0.352752175
ERBB4,TCGA-DY-A1DE,0.312245962
CNTNAP2,TCGA-DY-A1DE,0.634787448
FAM123B,TCGA-DY-A1DE,0.151982924
KRAS,TCGA-DY-A1DE,0.011964986
TNC,TCGA-DY-A1DE,0.045951556
ZFHX3,TCGA-DY-A1DE,0.045312224
RNF213,TCGA-DY-A1DE,0.051473273
BRAF,TCGA-DY-A1DE,0.024593952
SMAD4,TCGA-DY-A1DE,0.029501179
KRAS,TCGA-DY-A1DE,0.011382504
BRAF,TCGA-DY-A1DE,0.031319422
BCL9L,TCGA-DY-A1DE,0.122587027
ARID1A,TCGA-DY-A1DE,0.070314349
PTPN13,TCGA-DY-A1DE,0.041522006
BRCA2,TCGA-DY-A1DE,0.922892247
PTPRT,TCGA-DY-A1DE,0.489016785
PREX2,TCGA-DY-A1DE,0.16727153
BRAF,TCGA-DY-A1DE,0.01809068
TCF7L2,TCGA-DY-A1DE,0.041389689
ACVR2A,TCGA-DY-A1DE,0.054670819
APC,TCGA-DY-A1DE,0.03385065
MYH11,TCGA-DY-A1DE,0.108726806
CDH4,TCGA-DY-A1DE,0.176146896
BIRC6,TCGA-DY-A1DE,0.031957334
CNTNAP2,TCGA-DY-A1DE,0.733539218
AKAP9,TCGA-DY-A1DE,0.062471443
APC,TCGA-DY-A1DE,0.029803998
BRAF,TCGA-DY-A1DE,0.022081992
KRAS,TCGA-DY-A1DE,0.025027272
ARID1A,TCGA-DY-A1DE,0.034360075
PREX2,TCGA-DY-A1DE,0.444368082
MYH11,TCGA-DY-A1DE,0.032013512
CARD11,TCGA-DY-A1DE,0.620869423
KRAS,TCGA-DY-A1DE,0.04314548
BCORL1,TCGA-DY-A1DE,0.459137321
DCC,TCGA-DY-A1DE,0.074587556
DCC,TCGA-DY-A1DE,0.197090327
BIRC6,TCGA-DY-A1DE,0.01743941
FAM123B,TCGA-DY-A1DE,0.381595459
FAT1,TCGA-DY-A1DE,0.034239579
PIK3CA,TCGA-DY-A1DE,0.074822574
TCF7L2,TCGA-DY-A1DE,0.195235427
BCL9L,TCGA-DY-A1DE,0.364247686
APC,TCGA-DY-A1DE,0.093750278
TNC,TCGA-DY-A1DE,0.052352099
ERBB4,TCGA-DY-A1DE,0.514654522
ROS1,TCGA-DY-A1DE,0.232190831
RNF213,TCGA-DY-A1DE,0.048860436
APC,TCGA-DY-A1DE,0.029210399
DCC,TCGA-DY-A1DE,0.818901394
BCL9,TCGA-DY-A1DE,0.03189719
PIK3CA,TCGA-DY-A1DE,0.033920837
ACVR2A,TCGA-DY-A1DE,0.082568504
TRRAP,TCGA-DY-A1DE,0.163662724
BRAF,TCGA-DY-A1DE,0.018213781
DCC,TCGA-DY-A1DE,0.265151757
BCORL1,TCGA-DY-A1DE,0.112812013
PTPN13,TCGA-DY-A1DE,0.033072156
CTNNA2,TCGA-DY-A1DE,0.083571748
AKAP9,TCGA-DY-A1DE,0.029292119
DCC,TCGA-DY-A1DE,0.152426745
APC,TCGA-DY-A1DE,0.06551553
RNF43,TCGA-DY-A1DE,0.209206616
GRIN2A,TCGA-DY-A1DE,0.056928338
DCC,TCGA-DY-A1DE,0.09670812
DCC,TCGA-DY-A1DE,0.542688534
MLL4,TCGA-DY-A1DE,0.028130121
SMAD4,TCGA-DY-A1DE,0.039928518
CARD11,TCGA-DY-A1DE,0.030917405
ANK1,TCGA-DY-A1DE,0.156941456
BRCA2,TCGA-DY-A1DE,0.029918022
ANK1,TCGA-DY-A1DF,0.108613883
DCC,TCGA-DY-A1DF,0.75849916
KRAS,TCGA-DY-A1DF,0.042191557
CDH10,TCGA-DY-A1DF,0.497868227
APC,TCGA-DY-A1DF,0.772712998
GRIN2A,TCGA-DY-A1DF,0.204613584
DCC,TCGA-DY-A1DF,0.903602339
ATRX,TCGA-DY-A1DF,0.479075409
LRP1B,TCGA-DY-A1DF,0.32341627
KRAS,TCGA-DY-A1DF,0.057033402
FAT1,TCGA-DY-A1DF,0.079625584
BRAF,TCGA-DY-A1DF,0.095484578
FBXW7,TCGA-DY-A1DF,0.033270916
TRRAP,TCGA-DY-A1DF,0.102515521
MLL3,TCGA-DY-A1DF,0.237286173
DCC,TCGA-DY-A1DF,0.411376464
PTPRT,TCGA-DY-A1DF,0.866081017
RNF43,TCGA-DY-A1DF,0.035734595
FBXW7,TCGA-DY-A1DF,0.059866818
DCC,TCGA-DY-A1DF,0.461274526
ZFHX3,TCGA-DY-A1DF,0.067989644
CSMD3,TCGA-DY-A1DF,0.328377261
ERBB4,TCGA-DY-A1DF,0.362400995
CNTNAP2,TCGA-DY-A1DF,0.494105635
FAM123B,TCGA-DY-A1DF,0.088468938
KRAS,TCGA-DY-A1DF,0.014071775
TNC,TCGA-DY-A1DF,0.287309445
ZFHX3,TCGA-DY-A1DF,0.040037032
RNF213,TCGA-DY-A1DF,0.047290298
BRAF,TCGA-DY-A1DF,0.017199217
SMAD4,TCGA-DY-A1DF,0.061164227
KRAS,TCGA-DY-A1DF,0.014551336
BRAF,TCGA-DY-A1DF,0.035675273
BCL9L,TCGA-DY-A1DF,0.083176408
ARID1A,TCGA-DY-A1DF,0.058131779
PTPN13,TCGA-DY-A1DF,0.026667702
BRCA2,TCGA-DY-A1DF,0.881611711
PTPRT,TCGA-DY-A1DF,0.571343672
PREX2,TCGA-DY-A1DF,0.691516228
BRAF,TCGA-DY-A1DF,0.016233465
TCF7L2,TCGA-DY-A1DF,0.035854481
ACVR2A,TCGA-DY-A1DF,0.066209984
APC,TCGA-DY-A1DF,0.318244959
MYH11,TCGA-DY-A1DF,0.149886814
CDH4,TCGA-DY-A1DF,0.499743522
BIRC6,TCGA-DY-A1DF,0.031106909
