Hugo_Symbol,submitter_id,expression
BCL9,TCGA-AA-3517,0.7839
BCL9L,TCGA-AA-3517,-0.5823
BCORL1,TCGA-AA-3517,0.5983
BIRC6,TCGA-AA-3517,0.5955
BRAF,TCGA-AA-3517,-0.3142
BRCA2,TCGA-AA-3517,1.1748
CARD11,TCGA-AA-3517,1.5502
CDH10,TCGA-AA-3517,
CDH4,TCGA-AA-3517,-0.8892
CNTNAP2,TCGA-AA-3517,0.4828
CREBBP,TCGA-AA-3517,0.7584
CSMD3,TCGA-AA-3517,-0.0876
CTNNA2,TCGA-AA-3517,2.4735
DCC,TCGA-AA-3517,
ERBB4,TCGA-AA-3517,-1.258
FAM123B,TCGA-AA-3517,0.2612
FAM47C,TCGA-AA-3517,
FAT1,TCGA-AA-3517,0.8453
FAT3,TCGA-AA-3517,-0.1668
FAT4,TCGA-AA-3517,0.7224
FBXW7,TCGA-AA-3517,0.9768
GRIN2A,TCGA-AA-3517,-1.3662
KRAS,TCGA-AA-3517,0.3272
LRP1B,TCGA-AA-3517,3.0779
MLL3,TCGA-AA-3517,1.0581
MLL4,TCGA-AA-3517,0.9789
MUC16,TCGA-AA-3517,-0.5686
MYH11,TCGA-AA-3517,-0.1471
NBEA,TCGA-AA-3517,2.2383
PIK3CA,TCGA-AA-3517,0.039
PREX2,TCGA-AA-3517,-0.1554
PTPN13,TCGA-AA-3517,-1.2125
PTPRT,TCGA-AA-3517,0.058
RNF213,TCGA-AA-3517,1.1889
RNF43,TCGA-AA-3517,2.7223
ROBO2,TCGA-AA-3517,0.6442
ROS1,TCGA-AA-3517,1.2793
SMAD4,TCGA-AA-3517,0.0346
TCF7L2,TCGA-AA-3517,0.4798
TNC,TCGA-AA-3517,0.121
TP53,TCGA-AA-3517,-1.8079
TRRAP,TCGA-AA-3517,0.7339
ZFHX3,TCGA-AA-3517,0.3761
ACVR2A,TCGA-AA-3518,0.0311
AKAP9,TCGA-AA-3518,-0.534
ANK1,TCGA-AA-3518,0.0906
APC,TCGA-AA-3518,0.5099
ARID1A,TCGA-AA-3518,-0.0305
ATM,TCGA-AA-3518,0.5782
ATRX,TCGA-AA-3518,-0.5396
BCL9,TCGA-AA-3518,-1.1187
BCL9L,TCGA-AA-3518,0.0915
BCORL1,TCGA-AA-3518,-1.4407
BIRC6,TCGA-AA-3518,0.0027
BRAF,TCGA-AA-3518,-0.5052
BRCA2,TCGA-AA-3518,0.7444
CARD11,TCGA-AA-3518,-0.4554
CDH10,TCGA-AA-3518,
CDH4,TCGA-AA-3518,-0.8813
CNTNAP2,TCGA-AA-3518,0.8237
CREBBP,TCGA-AA-3518,-0.7097
CSMD3,TCGA-AA-3518,-1.1649
CTNNA2,TCGA-AA-3518,-0.4505
DCC,TCGA-AA-3518,
ERBB4,TCGA-AA-3518,-1.258
FAM123B,TCGA-AA-3518,-0.5837
FAM47C,TCGA-AA-3518,
FAT1,TCGA-AA-3518,-0.7766
FAT3,TCGA-AA-3518,-1.429
FAT4,TCGA-AA-3518,-0.7445
FBXW7,TCGA-AA-3518,0.0282
GRIN2A,TCGA-AA-3518,-1.3662
KRAS,TCGA-AA-3518,0.5063
LRP1B,TCGA-AA-3518,0.0162
MLL3,TCGA-AA-3518,-0.6141
MLL4,TCGA-AA-3518,-0.3085
MUC16,TCGA-AA-3518,0.5228
MYH11,TCGA-AA-3518,-1.3012
NBEA,TCGA-AA-3518,0.0405
PIK3CA,TCGA-AA-3518,-0.4095
PREX2,TCGA-AA-3518,-1.5061
PTPN13,TCGA-AA-3518,0.8914
PTPRT,TCGA-AA-3518,-1.8123
RNF213,TCGA-AA-3518,0.5256
RNF43,TCGA-AA-3518,-0.8161
ROBO2,TCGA-AA-3518,-1.5432
ROS1,TCGA-AA-3518,-1.3388
SMAD4,TCGA-AA-3518,1.4166
TCF7L2,TCGA-AA-3518,0.7606
TNC,TCGA-AA-3518,-0.7845
TP53,TCGA-AA-3518,1.0501
TRRAP,TCGA-AA-3518,-0.6726
ZFHX3,TCGA-AA-3518,-0.0867
ACVR2A,TCGA-AA-3519,-0.6959
AKAP9,TCGA-AA-3519,0.0549
ANK1,TCGA-AA-3519,-1.0135
APC,TCGA-AA-3519,-0.3598
ARID1A,TCGA-AA-3519,-1.7305
ATM,TCGA-AA-3519,-0.2197
ATRX,TCGA-AA-3519,0.6467
BCL9,TCGA-AA-3519,-0.3446
BCL9L,TCGA-AA-3519,-1.17
BCORL1,TCGA-AA-3519,-0.8262
BIRC6,TCGA-AA-3519,0.4607
BRAF,TCGA-AA-3519,-0.2984
BRCA2,TCGA-AA-3519,0.843
CARD11,TCGA-AA-3519,-0.1873
CDH10,TCGA-AA-3519,
CDH4,TCGA-AA-3519,-0.4904
CNTNAP2,TCGA-AA-3519,-0.6998
CREBBP,TCGA-AA-3519,-0.8798
CSMD3,TCGA-AA-3519,0.4081
CTNNA2,TCGA-AA-3519,3.0969
DCC,TCGA-AA-3519,
ERBB4,TCGA-AA-3519,-1.258
FAM123B,TCGA-AA-3519,1.2598
FAM47C,TCGA-AA-3519,
FAT1,TCGA-AA-3519,0.5255
FAT3,TCGA-AA-3519,0.8219
FAT4,TCGA-AA-3519,-0.0968
FBXW7,TCGA-AA-3519,1.3792
GRIN2A,TCGA-AA-3519,-1.3662
KRAS,TCGA-AA-3519,0.1141
LRP1B,TCGA-AA-3519,-1.1856
MLL3,TCGA-AA-3519,0.1578
MLL4,TCGA-AA-3519,-0.0214
MUC16,TCGA-AA-3519,-0.6783
MYH11,TCGA-AA-3519,-0.8207
NBEA,TCGA-AA-3519,-1.8744
PIK3CA,TCGA-AA-3519,-1.4072
PREX2,TCGA-AA-3519,-0.7727
PTPN13,TCGA-AA-3519,-1.7706
PTPRT,TCGA-AA-3519,-1.8123
RNF213,TCGA-AA-3519,0.4895
RNF43,TCGA-AA-3519,0.8859
ROBO2,TCGA-AA-3519,-0.2215
ROS1,TCGA-AA-3519,-1.3388
SMAD4,TCGA-AA-3519,0.0159
TCF7L2,TCGA-AA-3519,-0.7238
TNC,TCGA-AA-3519,-0.3502
TP53,TCGA-AA-3519,0.3779
TRRAP,TCGA-AA-3519,-0.2016
ZFHX3,TCGA-AA-3519,-0.7834
ACVR2A,TCGA-AA-3520,-1.1291
AKAP9,TCGA-AA-3520,-0.2126
ANK1,TCGA-AA-3520,-0.5127
APC,TCGA-AA-3520,0.8135
ARID1A,TCGA-AA-3520,0.0455
ATM,TCGA-AA-3520,0.4027
ATRX,TCGA-AA-3520,-0.1207
BCL9,TCGA-AA-3520,0.3653
BCL9L,TCGA-AA-3520,-0.2307
BCORL1,TCGA-AA-3520,-1.5566
BIRC6,TCGA-AA-3520,-0.1067
BRAF,TCGA-AA-3520,-0.1729
BRCA2,TCGA-AA-3520,1.2255
CARD11,TCGA-AA-3520,0.7488
CDH10,TCGA-AA-3520,
CDH4,TCGA-AA-3520,0.3594
CNTNAP2,TCGA-AA-3520,-0.9747
CREBBP,TCGA-AA-3520,-0.6595
CSMD3,TCGA-AA-3520,-0.8133
CTNNA2,TCGA-AA-3520,-1.2278
DCC,TCGA-AA-3520,
ERBB4,TCGA-AA-3520,-1.258
FAM123B,TCGA-AA-3520,-0.4997
FAM47C,TCGA-AA-3520,
FAT1,TCGA-AA-3520,-0.9744
FAT3,TCGA-AA-3520,-0.0608
FAT4,TCGA-AA-3520,1.2129
FBXW7,TCGA-AA-3520,-0.0263
GRIN2A,TCGA-AA-3520,-1.3662
KRAS,TCGA-AA-3520,1.0922
LRP1B,TCGA-AA-3520,-0.1296
MLL3,TCGA-AA-3520,-0.3959
MLL4,TCGA-AA-3520,-0.56
MUC16,TCGA-AA-3520,-0.9148
MYH11,TCGA-AA-3520,0.0048
NBEA,TCGA-AA-3520,-0.95
PIK3CA,TCGA-AA-3520,0.4247
PREX2,TCGA-AA-3520,0.1633
PTPN13,TCGA-AA-3520,0.6614
PTPRT,TCGA-AA-3520,0.5153
RNF213,TCGA-AA-3520,-0.9812
RNF43,TCGA-AA-3520,-0.3253
ROBO2,TCGA-AA-3520,1.2466
ROS1,TCGA-AA-3520,-0.3196
SMAD4,TCGA-AA-3520,0.391
TCF7L2,TCGA-AA-3520,-0.084
TNC,TCGA-AA-3520,0.6596
TP53,TCGA-AA-3520,0.2355
TRRAP,TCGA-AA-3520,-1.0984
ZFHX3,TCGA-AA-3520,0.9482
ACVR2A,TCGA-AA-3521,0.0694
AKAP9,TCGA-AA-3521,0.6268
ANK1,TCGA-AA-3521,0.1368
APC,TCGA-AA-3521,0.1935
ARID1A,TCGA-AA-3521,-0.4802
ATM,TCGA-AA-3521,-0.0254
ATRX,TCGA-AA-3521,0.5505
BCL9,TCGA-AA-3521,1.1553
BCL9L,TCGA-AA-3521,-0.1653
BCORL1,TCGA-AA-3521,0.9797
BIRC6,TCGA-AA-3521,0.8346
BRAF,TCGA-AA-3521,-0.3418
BRCA2,TCGA-AA-3521,0.8884
CARD11,TCGA-AA-3521,1.4312
CDH10,TCGA-AA-3521,
CDH4,TCGA-AA-3521,-1.3192
CNTNAP2,TCGA-AA-3521,0.41
CREBBP,TCGA-AA-3521,0.0657
CSMD3,TCGA-AA-3521,-1.1649
CTNNA2,TCGA-AA-3521,-0.0931
DCC,TCGA-AA-3521,
ERBB4,TCGA-AA-3521,-1.258
FAM123B,TCGA-AA-3521,0.4637
FAM47C,TCGA-AA-3521,
FAT1,TCGA-AA-3521,-0.1406
FAT3,TCGA-AA-3521,0.1398
FAT4,TCGA-AA-3521,0.2914
FBXW7,TCGA-AA-3521,0.3898
GRIN2A,TCGA-AA-3521,0.3287
KRAS,TCGA-AA-3521,1.8567
LRP1B,TCGA-AA-3521,-1.1856
MLL3,TCGA-AA-3521,0.6868
MLL4,TCGA-AA-3521,0.6474
MUC16,TCGA-AA-3521,-1.0807
MYH11,TCGA-AA-3521,0.9198
NBEA,TCGA-AA-3521,1.26
PIK3CA,TCGA-AA-3521,0.8003
PREX2,TCGA-AA-3521,-0.8799
PTPN13,TCGA-AA-3521,-1.0316
PTPRT,TCGA-AA-3521,0.3478
RNF213,TCGA-AA-3521,0.5159
RNF43,TCGA-AA-3521,1.0337
ROBO2,TCGA-AA-3521,0.1837
ROS1,TCGA-AA-3521,0.5832
SMAD4,TCGA-AA-3521,0.651
TCF7L2,TCGA-AA-3521,0.8901
TNC,TCGA-AA-3521,0.1275
TP53,TCGA-AA-3521,-0.2253
TRRAP,TCGA-AA-3521,-0.0778
ZFHX3,TCGA-AA-3521,0.4752
ACVR2A,TCGA-AA-3522,0.8535
AKAP9,TCGA-AA-3522,0.8956
ANK1,TCGA-AA-3522,-0.0557
APC,TCGA-AA-3522,0.3188
ARID1A,TCGA-AA-3522,-1.6327
ATM,TCGA-AA-3522,-0.0635
ATRX,TCGA-AA-3522,0.3142
BCL9,TCGA-AA-3522,-0.2044
BCL9L,TCGA-AA-3522,-0.7833
BCORL1,TCGA-AA-3522,-1.5519
BIRC6,TCGA-AA-3522,-0.5566
BRAF,TCGA-AA-3522,0.5209
BRCA2,TCGA-AA-3522,-0.1345
CARD11,TCGA-AA-3522,-0.1263
CDH10,TCGA-AA-3522,
CDH4,TCGA-AA-3522,-0.4892
CNTNAP2,TCGA-AA-3522,-0.0855
CREBBP,TCGA-AA-3522,-0.9831
CSMD3,TCGA-AA-3522,-1.1649
CTNNA2,TCGA-AA-3522,1.0922
DCC,TCGA-AA-3522,
ERBB4,TCGA-AA-3522,-1.258
FAM123B,TCGA-AA-3522,-1.2174
FAM47C,TCGA-AA-3522,
FAT1,TCGA-AA-3522,-0.2398
FAT3,TCGA-AA-3522,-2.42
FAT4,TCGA-AA-3522,-0.7231
FBXW7,TCGA-AA-3522,0.0944
GRIN2A,TCGA-AA-3522,-1.3662
KRAS,TCGA-AA-3522,1.8747
LRP1B,TCGA-AA-3522,-0.2404
MLL3,TCGA-AA-3522,-0.1249
MLL4,TCGA-AA-3522,-0.6868
MUC16,TCGA-AA-3522,-0.9519
MYH11,TCGA-AA-3522,-0.732
NBEA,TCGA-AA-3522,0.6448
PIK3CA,TCGA-AA-3522,0.8822
PREX2,TCGA-AA-3522,-0.9384
PTPN13,TCGA-AA-3522,0.9373
PTPRT,TCGA-AA-3522,-1.2916
RNF213,TCGA-AA-3522,-0.7471
RNF43,TCGA-AA-3522,0.1193
ROBO2,TCGA-AA-3522,0.122
ROS1,TCGA-AA-3522,-0.024
SMAD4,TCGA-AA-3522,1.3186
TCF7L2,TCGA-AA-3522,0.6745
TNC,TCGA-AA-3522,-2.0368
TP53,TCGA-AA-3522,0.0765
TRRAP,TCGA-AA-3522,-1.9993
ZFHX3,TCGA-AA-3522,0.1514
ACVR2A,TCGA-AA-3524,0.6602
AKAP9,TCGA-AA-3524,-0.3999
ANK1,TCGA-AA-3524,0.5692
APC,TCGA-AA-3524,-0.3519
ARID1A,TCGA-AA-3524,-1.6521
ATM,TCGA-AA-3524,-0.1143
ATRX,TCGA-AA-3524,-0.4529
BCL9,TCGA-AA-3524,-1.1948
BCL9L,TCGA-AA-3524,-2.0129
BCORL1,TCGA-AA-3524,-1.0124
BIRC6,TCGA-AA-3524,-1.4305
BRAF,TCGA-AA-3524,0.1125
BRCA2,TCGA-AA-3524,0.5982
CARD11,TCGA-AA-3524,-1.1194
CDH10,TCGA-AA-3524,
CDH4,TCGA-AA-3524,-1.3192
CNTNAP2,TCGA-AA-3524,0.7247
CREBBP,TCGA-AA-3524,-2.2973
CSMD3,TCGA-AA-3524,-0.1981
CTNNA2,TCGA-AA-3524,-1.2278
DCC,TCGA-AA-3524,
ERBB4,TCGA-AA-3524,-1.258
FAM123B,TCGA-AA-3524,-0.8778
FAM47C,TCGA-AA-3524,
FAT1,TCGA-AA-3524,0.6695
FAT3,TCGA-AA-3524,0.1592
FAT4,TCGA-AA-3524,-0.9065
FBXW7,TCGA-AA-3524,-0.6121
GRIN2A,TCGA-AA-3524,-1.3662
KRAS,TCGA-AA-3524,1.2377
LRP1B,TCGA-AA-3524,-1.1856
MLL3,TCGA-AA-3524,-1.1176
MLL4,TCGA-AA-3524,-2.4135
MUC16,TCGA-AA-3524,0.1423
MYH11,TCGA-AA-3524,-1.1569
NBEA,TCGA-AA-3524,-1.35
PIK3CA,TCGA-AA-3524,0.231
PREX2,TCGA-AA-3524,-1.5978
PTPN13,TCGA-AA-3524,-1.1423
PTPRT,TCGA-AA-3524,0.3661
RNF213,TCGA-AA-3524,-0.7661
RNF43,TCGA-AA-3524,-0.2244
ROBO2,TCGA-AA-3524,-0.2732
ROS1,TCGA-AA-3524,2.9204
SMAD4,TCGA-AA-3524,-2.1684
TCF7L2,TCGA-AA-3524,-1.6072
TNC,TCGA-AA-3524,0.063
TP53,TCGA-AA-3524,-3.0199
TRRAP,TCGA-AA-3524,-1.2231
ZFHX3,TCGA-AA-3524,-1.947
ACVR2A,TCGA-AA-3525,0.5044
AKAP9,TCGA-AA-3525,0.0258
ANK1,TCGA-AA-3525,1.6343
APC,TCGA-AA-3525,0.4314
ARID1A,TCGA-AA-3525,-0.1718
ATM,TCGA-AA-3525,0.2268
ATRX,TCGA-AA-3525,-1.0265
BCL9,TCGA-AA-3525,-1.8297
BCL9L,TCGA-AA-3525,-0.309
BCORL1,TCGA-AA-3525,0.8696
BIRC6,TCGA-AA-3525,-1.5555
BRAF,TCGA-AA-3525,-0.9455
BRCA2,TCGA-AA-3525,-0.8951
CARD11,TCGA-AA-3525,-1.283
CDH10,TCGA-AA-3525,
CDH4,TCGA-AA-3525,-0.9018
CNTNAP2,TCGA-AA-3525,0.8867
CREBBP,TCGA-AA-3525,-0.8527
CSMD3,TCGA-AA-3525,-1.1649
CTNNA2,TCGA-AA-3525,-0.7334
DCC,TCGA-AA-3525,
ERBB4,TCGA-AA-3525,-0.2833
FAM123B,TCGA-AA-3525,-1.0107
FAM47C,TCGA-AA-3525,
FAT1,TCGA-AA-3525,0.2335
FAT3,TCGA-AA-3525,-2.42
FAT4,TCGA-AA-3525,-1.3459
FBXW7,TCGA-AA-3525,-0.5582
GRIN2A,TCGA-AA-3525,-0.9234
KRAS,TCGA-AA-3525,0.6105
LRP1B,TCGA-AA-3525,-1.1856
MLL3,TCGA-AA-3525,-1.1168
MLL4,TCGA-AA-3525,-0.7755
MUC16,TCGA-AA-3525,-0.8747
MYH11,TCGA-AA-3525,-0.7455
NBEA,TCGA-AA-3525,-0.9838
PIK3CA,TCGA-AA-3525,-0.7783
PREX2,TCGA-AA-3525,-0.5672
PTPN13,TCGA-AA-3525,-0.2822
PTPRT,TCGA-AA-3525,0.0417
RNF213,TCGA-AA-3525,-0.386
RNF43,TCGA-AA-3525,-2.1074
ROBO2,TCGA-AA-3525,-0.761
ROS1,TCGA-AA-3525,-0.2416
SMAD4,TCGA-AA-3525,1.3407
TCF7L2,TCGA-AA-3525,0.635
TNC,TCGA-AA-3525,-0.4643
TP53,TCGA-AA-3525,0.5156
TRRAP,TCGA-AA-3525,-1.2072
ZFHX3,TCGA-AA-3525,0.1226
ACVR2A,TCGA-AA-3527,-1.7791
AKAP9,TCGA-AA-3527,-3.6764
ANK1,TCGA-AA-3527,0.5469
APC,TCGA-AA-3527,-2.7341
ARID1A,TCGA-AA-3527,1.4851
ATM,TCGA-AA-3527,-2.9659
ATRX,TCGA-AA-3527,-4.3025
BCL9,TCGA-AA-3527,-1.4816
BCL9L,TCGA-AA-3527,1.2148
BCORL1,TCGA-AA-3527,-2.7285
BIRC6,TCGA-AA-3527,-1.8119
BRAF,TCGA-AA-3527,-2.9389
BRCA2,TCGA-AA-3527,-2.2889
CARD11,TCGA-AA-3527,-0.0242
CDH10,TCGA-AA-3527,
CDH4,TCGA-AA-3527,1.2792
CNTNAP2,TCGA-AA-3527,-0.0312
CREBBP,TCGA-AA-3527,1.7163
CSMD3,TCGA-AA-3527,-0.5373
CTNNA2,TCGA-AA-3527,-1.2278
DCC,TCGA-AA-3527,
ERBB4,TCGA-AA-3527,-1.258
FAM123B,TCGA-AA-3527,-1.3001
FAM47C,TCGA-AA-3527,
FAT1,TCGA-AA-3527,1.541
FAT3,TCGA-AA-3527,1.0181
FAT4,TCGA-AA-3527,-0.7283
FBXW7,TCGA-AA-3527,-2.8249
GRIN2A,TCGA-AA-3527,-0.7604
KRAS,TCGA-AA-3527,-2.843
LRP1B,TCGA-AA-3527,0.7404
MLL3,TCGA-AA-3527,-2.1306
MLL4,TCGA-AA-3527,0.8977
MUC16,TCGA-AA-3527,0.1664
MYH11,TCGA-AA-3527,0.7776
NBEA,TCGA-AA-3527,0.0841
PIK3CA,TCGA-AA-3527,-2.0215
PREX2,TCGA-AA-3527,-0.7305
PTPN13,TCGA-AA-3527,-0.8031
PTPRT,TCGA-AA-3527,-0.9878
RNF213,TCGA-AA-3527,-0.0676
RNF43,TCGA-AA-3527,0.2775
ROBO2,TCGA-AA-3527,1.2313
ROS1,TCGA-AA-3527,-0.3635
SMAD4,TCGA-AA-3527,0.9547
TCF7L2,TCGA-AA-3527,-1.288
TNC,TCGA-AA-3527,1.4566
TP53,TCGA-AA-3527,1.209
TRRAP,TCGA-AA-3527,-0.3638
ZFHX3,TCGA-AA-3527,-0.5189
ACVR2A,TCGA-AA-3529,-0.3996
AKAP9,TCGA-AA-3529,1.0707
ANK1,TCGA-AA-3529,-0.5039
APC,TCGA-AA-3529,-0.4878
ARID1A,TCGA-AA-3529,0.3781
ATM,TCGA-AA-3529,0.2855
ATRX,TCGA-AA-3529,0.0976
BCL9,TCGA-AA-3529,0.6057
BCL9L,TCGA-AA-3529,0.1215
BCORL1,TCGA-AA-3529,-0.084
BIRC6,TCGA-AA-3529,-0.5313
BRAF,TCGA-AA-3529,0.362
BRCA2,TCGA-AA-3529,-0.6428
CARD11,TCGA-AA-3529,-0.8406
CDH10,TCGA-AA-3529,
CDH4,TCGA-AA-3529,-1.3192
CNTNAP2,TCGA-AA-3529,0.4064
CREBBP,TCGA-AA-3529,-0.331
CSMD3,TCGA-AA-3529,-0.2046
CTNNA2,TCGA-AA-3529,-0.3224
DCC,TCGA-AA-3529,
ERBB4,TCGA-AA-3529,-1.258
FAM123B,TCGA-AA-3529,0.7265
FAM47C,TCGA-AA-3529,
FAT1,TCGA-AA-3529,-0.214
FAT3,TCGA-AA-3529,-2.42
FAT4,TCGA-AA-3529,0.0788
FBXW7,TCGA-AA-3529,0.9235
GRIN2A,TCGA-AA-3529,-1.3662
KRAS,TCGA-AA-3529,0.216
LRP1B,TCGA-AA-3529,-1.1856
MLL3,TCGA-AA-3529,-1.0824
MLL4,TCGA-AA-3529,0.4354
MUC16,TCGA-AA-3529,-0.423
MYH11,TCGA-AA-3529,-0.2118
NBEA,TCGA-AA-3529,-0.5903
PIK3CA,TCGA-AA-3529,0.1096
PREX2,TCGA-AA-3529,-2.0607
PTPN13,TCGA-AA-3529,0.8943
PTPRT,TCGA-AA-3529,-1.2191
RNF213,TCGA-AA-3529,-0.6831
RNF43,TCGA-AA-3529,-0.1336
ROBO2,TCGA-AA-3529,1.6441
ROS1,TCGA-AA-3529,3.4888
SMAD4,TCGA-AA-3529,0.7626
TCF7L2,TCGA-AA-3529,-0.506
TNC,TCGA-AA-3529,-0.1268
TP53,TCGA-AA-3529,-0.5083
TRRAP,TCGA-AA-3529,-0.545
ZFHX3,TCGA-AA-3529,0.6387
ACVR2A,TCGA-AA-3530,1.5818
AKAP9,TCGA-AA-3530,1.0445
ANK1,TCGA-AA-3530,0.1996
APC,TCGA-AA-3530,0.4644
ARID1A,TCGA-AA-3530,-1.7542
ATM,TCGA-AA-3530,1.9033
ATRX,TCGA-AA-3530,2.0452
BCL9,TCGA-AA-3530,1.3642
BCL9L,TCGA-AA-3530,-1.4281
BCORL1,TCGA-AA-3530,0.177
BIRC6,TCGA-AA-3530,0.6123
BRAF,TCGA-AA-3530,0.2874
BRCA2,TCGA-AA-3530,0.7
CARD11,TCGA-AA-3530,1.2085
CDH10,TCGA-AA-3530,
CDH4,TCGA-AA-3530,-1.0101
CNTNAP2,TCGA-AA-3530,-0.381
CREBBP,TCGA-AA-3530,-0.2716
CSMD3,TCGA-AA-3530,-0.8377
CTNNA2,TCGA-AA-3530,0.9729
DCC,TCGA-AA-3530,
ERBB4,TCGA-AA-3530,-1.258
FAM123B,TCGA-AA-3530,1.5945
FAM47C,TCGA-AA-3530,
FAT1,TCGA-AA-3530,1.0367
FAT3,TCGA-AA-3530,1.7101
FAT4,TCGA-AA-3530,0.2605
FBXW7,TCGA-AA-3530,2.6564
GRIN2A,TCGA-AA-3530,-1.0154
KRAS,TCGA-AA-3530,1.2516
LRP1B,TCGA-AA-3530,-0.8004
MLL3,TCGA-AA-3530,0.7543
MLL4,TCGA-AA-3530,-0.5815
MUC16,TCGA-AA-3530,-0.6439
MYH11,TCGA-AA-3530,-0.5678
NBEA,TCGA-AA-3530,0.7527
PIK3CA,TCGA-AA-3530,0.7023
PREX2,TCGA-AA-3530,-0.5562
PTPN13,TCGA-AA-3530,1.0572
PTPRT,TCGA-AA-3530,-0.7371
RNF213,TCGA-AA-3530,-0.1332
RNF43,TCGA-AA-3530,0.8334
ROBO2,TCGA-AA-3530,0.1772
ROS1,TCGA-AA-3530,-1.3388
SMAD4,TCGA-AA-3530,0.722
TCF7L2,TCGA-AA-3530,1.9088
TNC,TCGA-AA-3530,-1.2678
TP53,TCGA-AA-3530,0.6139
TRRAP,TCGA-AA-3530,-0.619
ZFHX3,TCGA-AA-3530,0.9817
ACVR2A,TCGA-AA-3531,-0.9312
AKAP9,TCGA-AA-3531,-0.8838
ANK1,TCGA-AA-3531,-0.9952
APC,TCGA-AA-3531,-0.4931
ARID1A,TCGA-AA-3531,-0.234
ATM,TCGA-AA-3531,-0.4189
ATRX,TCGA-AA-3531,-0.1018
BCL9,TCGA-AA-3531,0.4575
BCL9L,TCGA-AA-3531,-0.3991
BCORL1,TCGA-AA-3531,0.9927
BIRC6,TCGA-AA-3531,0.6232
BRAF,TCGA-AA-3531,-1.4525
BRCA2,TCGA-AA-3531,-0.1232
CARD11,TCGA-AA-3531,1.7646
CDH10,TCGA-AA-3531,
CDH4,TCGA-AA-3531,1.4657
CNTNAP2,TCGA-AA-3531,-2.183
CREBBP,TCGA-AA-3531,0.7261
CSMD3,TCGA-AA-3531,-1.1649
CTNNA2,TCGA-AA-3531,0.7671
DCC,TCGA-AA-3531,
ERBB4,TCGA-AA-3531,-1.258
FAM123B,TCGA-AA-3531,2.1798
FAM47C,TCGA-AA-3531,
FAT1,TCGA-AA-3531,0.2335
FAT3,TCGA-AA-3531,-0.0877
FAT4,TCGA-AA-3531,-0.3315
FBXW7,TCGA-AA-3531,-0.0719
GRIN2A,TCGA-AA-3531,-1.3662
KRAS,TCGA-AA-3531,-1.1079
LRP1B,TCGA-AA-3531,0.0858
MLL3,TCGA-AA-3531,0.3949
MLL4,TCGA-AA-3531,1.0358
MUC16,TCGA-AA-3531,0.6977
MYH11,TCGA-AA-3531,-0.6639
NBEA,TCGA-AA-3531,-1.6903
PIK3CA,TCGA-AA-3531,-1.0064
PREX2,TCGA-AA-3531,-0.3319
PTPN13,TCGA-AA-3531,-1.3788
PTPRT,TCGA-AA-3531,-0.5374
RNF213,TCGA-AA-3531,0.4074
RNF43,TCGA-AA-3531,1.0402
ROBO2,TCGA-AA-3531,-0.1124
ROS1,TCGA-AA-3531,-0.8748
SMAD4,TCGA-AA-3531,-0.4097
TCF7L2,TCGA-AA-3531,-0.8532
TNC,TCGA-AA-3531,-0.3847
TP53,TCGA-AA-3531,1.2528
TRRAP,TCGA-AA-3531,0.3185
ZFHX3,TCGA-AA-3531,-0.0966
ACVR2A,TCGA-AA-3532,-0.3956
AKAP9,TCGA-AA-3532,-0.3852
ANK1,TCGA-AA-3532,-0.0463
APC,TCGA-AA-3532,0.5122
ARID1A,TCGA-AA-3532,-0.5534
ATM,TCGA-AA-3532,0.828
ATRX,TCGA-AA-3532,-0.2389
BCL9,TCGA-AA-3532,-0.7124
BCL9L,TCGA-AA-3532,-0.1237
BCORL1,TCGA-AA-3532,-1.3222
BIRC6,TCGA-AA-3532,-0.4256
BRAF,TCGA-AA-3532,0.6223
BRCA2,TCGA-AA-3532,0.8323
CARD11,TCGA-AA-3532,0.8491
CDH10,TCGA-AA-3532,
CDH4,TCGA-AA-3532,-0.6409
CNTNAP2,TCGA-AA-3532,0.0084
CREBBP,TCGA-AA-3532,0.2962
CSMD3,TCGA-AA-3532,-1.0032
CTNNA2,TCGA-AA-3532,-0.8522
DCC,TCGA-AA-3532,
ERBB4,TCGA-AA-3532,-1.258
FAM123B,TCGA-AA-3532,-0.2904
FAM47C,TCGA-AA-3532,
FAT1,TCGA-AA-3532,-0.5434
FAT3,TCGA-AA-3532,0.5252
FAT4,TCGA-AA-3532,0.3745
FBXW7,TCGA-AA-3532,-0.545
GRIN2A,TCGA-AA-3532,-1.3662
KRAS,TCGA-AA-3532,0.2477
LRP1B,TCGA-AA-3532,-0.9782
MLL3,TCGA-AA-3532,-0.5219
MLL4,TCGA-AA-3532,-1.2123
MUC16,TCGA-AA-3532,0.9385
MYH11,TCGA-AA-3532,-0.3007
NBEA,TCGA-AA-3532,-0.2575
PIK3CA,TCGA-AA-3532,0.4632
PREX2,TCGA-AA-3532,-0.2648
PTPN13,TCGA-AA-3532,-0.6655
PTPRT,TCGA-AA-3532,-0.5951
RNF213,TCGA-AA-3532,0.026
RNF43,TCGA-AA-3532,-0.2601
ROBO2,TCGA-AA-3532,0.0523
ROS1,TCGA-AA-3532,1.331
SMAD4,TCGA-AA-3532,0.3574
TCF7L2,TCGA-AA-3532,-1.0195
TNC,TCGA-AA-3532,0.2424
TP53,TCGA-AA-3532,-1.8696
TRRAP,TCGA-AA-3532,-1.419
ZFHX3,TCGA-AA-3532,-0.7648
