Hugo_Symbol,submitter_id,expression
ACVR2A,TCGA-AA-3534,1.0697
AKAP9,TCGA-AA-3534,1.6734
ANK1,TCGA-AA-3534,-0.8444
APC,TCGA-AA-3534,0.5578
ARID1A,TCGA-AA-3534,0.4042
ATM,TCGA-AA-3534,0.9658
ATRX,TCGA-AA-3534,0.3901
BCL9,TCGA-AA-3534,1.4428
BCL9L,TCGA-AA-3534,-0.8262
BCORL1,TCGA-AA-3534,0.4128
BIRC6,TCGA-AA-3534,1.004
BRAF,TCGA-AA-3534,0.1118
BRCA2,TCGA-AA-3534,1.1023
CARD11,TCGA-AA-3534,-0.9428
CDH10,TCGA-AA-3534,
CDH4,TCGA-AA-3534,0.7848
CNTNAP2,TCGA-AA-3534,0.738
CREBBP,TCGA-AA-3534,-0.1015
CSMD3,TCGA-AA-3534,-0.2618
CTNNA2,TCGA-AA-3534,0.2805
DCC,TCGA-AA-3534,
ERBB4,TCGA-AA-3534,-1.1424
FAM123B,TCGA-AA-3534,-0.3345
FAM47C,TCGA-AA-3534,
FAT1,TCGA-AA-3534,0.1198
FAT3,TCGA-AA-3534,0.4132
FAT4,TCGA-AA-3534,0.4836
FBXW7,TCGA-AA-3534,0.8761
GRIN2A,TCGA-AA-3534,-0.5267
KRAS,TCGA-AA-3534,1.5165
LRP1B,TCGA-AA-3534,0.2645
MLL3,TCGA-AA-3534,1.0091
MLL4,TCGA-AA-3534,-0.6852
MUC16,TCGA-AA-3534,0.2396
MYH11,TCGA-AA-3534,0.2456
NBEA,TCGA-AA-3534,0.1829
PIK3CA,TCGA-AA-3534,-0.0428
PREX2,TCGA-AA-3534,-0.1305
PTPN13,TCGA-AA-3534,-0.9781
PTPRT,TCGA-AA-3534,0.736
RNF213,TCGA-AA-3534,-0.5772
RNF43,TCGA-AA-3534,0.1792
ROBO2,TCGA-AA-3534,2.5138
ROS1,TCGA-AA-3534,-0.1484
SMAD4,TCGA-AA-3534,1.3868
TCF7L2,TCGA-AA-3534,-0.7279
TNC,TCGA-AA-3534,-0.6263
TP53,TCGA-AA-3534,0.3063
TRRAP,TCGA-AA-3534,0.2976
ZFHX3,TCGA-AA-3534,1.0443
ACVR2A,TCGA-AA-3538,1.5122
AKAP9,TCGA-AA-3538,0.7535
ANK1,TCGA-AA-3538,-0.6702
APC,TCGA-AA-3538,0.0218
ARID1A,TCGA-AA-3538,-0.1222
ATM,TCGA-AA-3538,0.4678
ATRX,TCGA-AA-3538,0.8245
BCL9,TCGA-AA-3538,-0.0755
BCL9L,TCGA-AA-3538,-0.6294
BCORL1,TCGA-AA-3538,0.3761
BIRC6,TCGA-AA-3538,0.1048
BRAF,TCGA-AA-3538,0.4075
BRCA2,TCGA-AA-3538,0.2314
CARD11,TCGA-AA-3538,-0.8464
CDH10,TCGA-AA-3538,
CDH4,TCGA-AA-3538,-0.6113
CNTNAP2,TCGA-AA-3538,1.7721
CREBBP,TCGA-AA-3538,0.0421
CSMD3,TCGA-AA-3538,-1.1649
CTNNA2,TCGA-AA-3538,-0.1937
DCC,TCGA-AA-3538,
ERBB4,TCGA-AA-3538,-1.258
FAM123B,TCGA-AA-3538,0.5705
FAM47C,TCGA-AA-3538,
FAT1,TCGA-AA-3538,-0.3654
FAT3,TCGA-AA-3538,-1.6767
FAT4,TCGA-AA-3538,0.5788
FBXW7,TCGA-AA-3538,-0.2847
GRIN2A,TCGA-AA-3538,-1.1375
KRAS,TCGA-AA-3538,0.0131
LRP1B,TCGA-AA-3538,-0.3717
MLL3,TCGA-AA-3538,0.8618
MLL4,TCGA-AA-3538,-1.0152
MUC16,TCGA-AA-3538,-0.5489
MYH11,TCGA-AA-3538,-0.3013
NBEA,TCGA-AA-3538,-0.0028
PIK3CA,TCGA-AA-3538,0.7904
PREX2,TCGA-AA-3538,0.4714
PTPN13,TCGA-AA-3538,0.1682
PTPRT,TCGA-AA-3538,-1.3693
RNF213,TCGA-AA-3538,-0.7943
RNF43,TCGA-AA-3538,0.1862
ROBO2,TCGA-AA-3538,0.4684
ROS1,TCGA-AA-3538,-0.2854
SMAD4,TCGA-AA-3538,0.6077
TCF7L2,TCGA-AA-3538,0.0714
TNC,TCGA-AA-3538,-0.3179
TP53,TCGA-AA-3538,-0.5081
TRRAP,TCGA-AA-3538,0.1817
ZFHX3,TCGA-AA-3538,0.1789
ACVR2A,TCGA-AA-3542,-2.8479
AKAP9,TCGA-AA-3542,-2.2616
ANK1,TCGA-AA-3542,-1.2445
APC,TCGA-AA-3542,-2.6404
ARID1A,TCGA-AA-3542,-2.3438
ATM,TCGA-AA-3542,-2.7518
ATRX,TCGA-AA-3542,-2.8963
BCL9,TCGA-AA-3542,-1.4404
BCL9L,TCGA-AA-3542,-0.3483
BCORL1,TCGA-AA-3542,-0.7783
BIRC6,TCGA-AA-3542,-3.2419
BRAF,TCGA-AA-3542,-1.1591
BRCA2,TCGA-AA-3542,-3.5955
CARD11,TCGA-AA-3542,-0.6917
CDH10,TCGA-AA-3542,
CDH4,TCGA-AA-3542,1.41
CNTNAP2,TCGA-AA-3542,0.7898
CREBBP,TCGA-AA-3542,-1.4469
CSMD3,TCGA-AA-3542,-1.1649
CTNNA2,TCGA-AA-3542,-0.5377
DCC,TCGA-AA-3542,
ERBB4,TCGA-AA-3542,-1.258
FAM123B,TCGA-AA-3542,-0.674
FAM47C,TCGA-AA-3542,
FAT1,TCGA-AA-3542,-2.9204
FAT3,TCGA-AA-3542,-1.0381
FAT4,TCGA-AA-3542,-1.0036
FBXW7,TCGA-AA-3542,-2.157
GRIN2A,TCGA-AA-3542,-1.3662
KRAS,TCGA-AA-3542,-2.4027
LRP1B,TCGA-AA-3542,-0.1997
MLL3,TCGA-AA-3542,-4.1159
MLL4,TCGA-AA-3542,-0.6818
MUC16,TCGA-AA-3542,-1.0807
MYH11,TCGA-AA-3542,-1.3697
NBEA,TCGA-AA-3542,-1.4078
PIK3CA,TCGA-AA-3542,-2.903
PREX2,TCGA-AA-3542,-2.1163
PTPN13,TCGA-AA-3542,-2.485
PTPRT,TCGA-AA-3542,-1.8123
RNF213,TCGA-AA-3542,-3.4378
RNF43,TCGA-AA-3542,-0.1651
ROBO2,TCGA-AA-3542,-0.9429
ROS1,TCGA-AA-3542,1.1552
SMAD4,TCGA-AA-3542,-1.2531
TCF7L2,TCGA-AA-3542,-2.8007
TNC,TCGA-AA-3542,-0.9188
TP53,TCGA-AA-3542,-0.0534
TRRAP,TCGA-AA-3542,-2.254
ZFHX3,TCGA-AA-3542,-0.6838
ACVR2A,TCGA-AA-3543,-0.148
AKAP9,TCGA-AA-3543,-0.7569
ANK1,TCGA-AA-3543,0.1063
APC,TCGA-AA-3543,0.3973
ARID1A,TCGA-AA-3543,-0.3274
ATM,TCGA-AA-3543,-0.1486
ATRX,TCGA-AA-3543,-1.0091
BCL9,TCGA-AA-3543,-1.4614
BCL9L,TCGA-AA-3543,0.1018
BCORL1,TCGA-AA-3543,-0.8152
BIRC6,TCGA-AA-3543,-0.2948
BRAF,TCGA-AA-3543,-1.2968
BRCA2,TCGA-AA-3543,-0.2241
CARD11,TCGA-AA-3543,0.6416
CDH10,TCGA-AA-3543,
CDH4,TCGA-AA-3543,-0.9825
CNTNAP2,TCGA-AA-3543,-0.3308
CREBBP,TCGA-AA-3543,-0.6657
CSMD3,TCGA-AA-3543,-1.1649
CTNNA2,TCGA-AA-3543,-1.2278
DCC,TCGA-AA-3543,
ERBB4,TCGA-AA-3543,-1.258
FAM123B,TCGA-AA-3543,-1.2047
FAM47C,TCGA-AA-3543,
FAT1,TCGA-AA-3543,-0.8988
FAT3,TCGA-AA-3543,-0.2964
FAT4,TCGA-AA-3543,-0.1457
FBXW7,TCGA-AA-3543,-0.3855
GRIN2A,TCGA-AA-3543,-0.4818
KRAS,TCGA-AA-3543,0.0269
LRP1B,TCGA-AA-3543,-0.7707
MLL3,TCGA-AA-3543,-0.7701
MLL4,TCGA-AA-3543,-0.6084
MUC16,TCGA-AA-3543,0.611
MYH11,TCGA-AA-3543,-1.3112
NBEA,TCGA-AA-3543,-0.9467
PIK3CA,TCGA-AA-3543,-0.653
PREX2,TCGA-AA-3543,-0.5204
PTPN13,TCGA-AA-3543,1.1387
PTPRT,TCGA-AA-3543,-1.8123
RNF213,TCGA-AA-3543,1.5173
RNF43,TCGA-AA-3543,-1.7581
ROBO2,TCGA-AA-3543,-0.2306
ROS1,TCGA-AA-3543,-1.3388
SMAD4,TCGA-AA-3543,1.1044
TCF7L2,TCGA-AA-3543,0.4889
TNC,TCGA-AA-3543,0.0697
TP53,TCGA-AA-3543,0.5683
TRRAP,TCGA-AA-3543,-1.0952
ZFHX3,TCGA-AA-3543,-0.1879
ACVR2A,TCGA-AA-3544,0.0908
AKAP9,TCGA-AA-3544,-1.0722
ANK1,TCGA-AA-3544,0.4802
APC,TCGA-AA-3544,-0.6014
ARID1A,TCGA-AA-3544,-2.5918
ATM,TCGA-AA-3544,-1.5137
ATRX,TCGA-AA-3544,-1.8923
BCL9,TCGA-AA-3544,-2.3669
BCL9L,TCGA-AA-3544,0.0899
BCORL1,TCGA-AA-3544,-1.9758
BIRC6,TCGA-AA-3544,-3.2783
BRAF,TCGA-AA-3544,0.1216
BRCA2,TCGA-AA-3544,-0.6136
CARD11,TCGA-AA-3544,-0.6269
CDH10,TCGA-AA-3544,
CDH4,TCGA-AA-3544,-0.9178
CNTNAP2,TCGA-AA-3544,0.578
CREBBP,TCGA-AA-3544,-1.4704
CSMD3,TCGA-AA-3544,-1.1649
CTNNA2,TCGA-AA-3544,-1.2278
DCC,TCGA-AA-3544,
ERBB4,TCGA-AA-3544,-1.258
FAM123B,TCGA-AA-3544,-1.5256
FAM47C,TCGA-AA-3544,
FAT1,TCGA-AA-3544,0.2292
FAT3,TCGA-AA-3544,-2.42
FAT4,TCGA-AA-3544,-0.6447
FBXW7,TCGA-AA-3544,-1.0062
GRIN2A,TCGA-AA-3544,-1.3662
KRAS,TCGA-AA-3544,-1.3182
LRP1B,TCGA-AA-3544,-1.1856
MLL3,TCGA-AA-3544,-1.8411
MLL4,TCGA-AA-3544,-0.8834
MUC16,TCGA-AA-3544,-1.0807
MYH11,TCGA-AA-3544,-0.9444
NBEA,TCGA-AA-3544,-1.4974
PIK3CA,TCGA-AA-3544,-1.6686
PREX2,TCGA-AA-3544,-1.542
PTPN13,TCGA-AA-3544,0.0887
PTPRT,TCGA-AA-3544,-0.2632
RNF213,TCGA-AA-3544,-0.2468
RNF43,TCGA-AA-3544,0.3227
ROBO2,TCGA-AA-3544,-1.3101
ROS1,TCGA-AA-3544,-0.5328
SMAD4,TCGA-AA-3544,-1.4796
TCF7L2,TCGA-AA-3544,-0.1625
TNC,TCGA-AA-3544,-0.0889
TP53,TCGA-AA-3544,0.5982
TRRAP,TCGA-AA-3544,-1.7846
ZFHX3,TCGA-AA-3544,-1.8833
ACVR2A,TCGA-AA-3548,-0.1382
AKAP9,TCGA-AA-3548,-0.9802
ANK1,TCGA-AA-3548,-0.812
APC,TCGA-AA-3548,-0.7523
ARID1A,TCGA-AA-3548,-0.7764
ATM,TCGA-AA-3548,-1.0193
ATRX,TCGA-AA-3548,-1.9406
BCL9,TCGA-AA-3548,0.4057
BCL9L,TCGA-AA-3548,0.0014
BCORL1,TCGA-AA-3548,-1.4375
BIRC6,TCGA-AA-3548,-1.941
BRAF,TCGA-AA-3548,-0.7481
BRCA2,TCGA-AA-3548,0.4743
CARD11,TCGA-AA-3548,-0.4798
CDH10,TCGA-AA-3548,
CDH4,TCGA-AA-3548,0.7467
CNTNAP2,TCGA-AA-3548,-0.1656
CREBBP,TCGA-AA-3548,-1.0942
CSMD3,TCGA-AA-3548,-1.1649
CTNNA2,TCGA-AA-3548,-0.278
DCC,TCGA-AA-3548,
ERBB4,TCGA-AA-3548,-1.258
FAM123B,TCGA-AA-3548,-1.4663
FAM47C,TCGA-AA-3548,
FAT1,TCGA-AA-3548,-1.9573
FAT3,TCGA-AA-3548,-0.8873
FAT4,TCGA-AA-3548,-0.1341
FBXW7,TCGA-AA-3548,-2.55
GRIN2A,TCGA-AA-3548,-0.9291
KRAS,TCGA-AA-3548,-1.208
LRP1B,TCGA-AA-3548,-0.6912
MLL3,TCGA-AA-3548,-1.8532
MLL4,TCGA-AA-3548,-0.2749
MUC16,TCGA-AA-3548,-0.8779
MYH11,TCGA-AA-3548,-0.3094
NBEA,TCGA-AA-3548,-1.2891
PIK3CA,TCGA-AA-3548,-0.3952
PREX2,TCGA-AA-3548,-0.5753
PTPN13,TCGA-AA-3548,-0.2824
PTPRT,TCGA-AA-3548,0.033
RNF213,TCGA-AA-3548,-0.9023
RNF43,TCGA-AA-3548,-0.0636
ROBO2,TCGA-AA-3548,-0.0041
ROS1,TCGA-AA-3548,-1.3388
SMAD4,TCGA-AA-3548,-0.7511
TCF7L2,TCGA-AA-3548,-1.2271
TNC,TCGA-AA-3548,-0.9621
TP53,TCGA-AA-3548,-1.3826
TRRAP,TCGA-AA-3548,-1.3211
ZFHX3,TCGA-AA-3548,-0.2981
ACVR2A,TCGA-AA-3549,0.3159
AKAP9,TCGA-AA-3549,-1.0246
ANK1,TCGA-AA-3549,0.464
APC,TCGA-AA-3549,-0.0685
ARID1A,TCGA-AA-3549,-0.2947
ATM,TCGA-AA-3549,-0.1621
ATRX,TCGA-AA-3549,0.3118
BCL9,TCGA-AA-3549,0.2613
BCL9L,TCGA-AA-3549,0.5623
BCORL1,TCGA-AA-3549,0.0276
BIRC6,TCGA-AA-3549,-0.403
BRAF,TCGA-AA-3549,-1.5882
BRCA2,TCGA-AA-3549,0.2373
CARD11,TCGA-AA-3549,-0.8132
CDH10,TCGA-AA-3549,
CDH4,TCGA-AA-3549,1.2178
CNTNAP2,TCGA-AA-3549,-1.7416
CREBBP,TCGA-AA-3549,-0.3324
CSMD3,TCGA-AA-3549,-1.1649
CTNNA2,TCGA-AA-3549,-0.3233
DCC,TCGA-AA-3549,
ERBB4,TCGA-AA-3549,-1.258
FAM123B,TCGA-AA-3549,0.3921
FAM47C,TCGA-AA-3549,
FAT1,TCGA-AA-3549,-1.0564
FAT3,TCGA-AA-3549,-1.5192
FAT4,TCGA-AA-3549,-0.4679
FBXW7,TCGA-AA-3549,-0.5904
GRIN2A,TCGA-AA-3549,-1.3662
KRAS,TCGA-AA-3549,0.5142
LRP1B,TCGA-AA-3549,-1.1856
MLL3,TCGA-AA-3549,-0.5099
MLL4,TCGA-AA-3549,-0.0745
MUC16,TCGA-AA-3549,-0.6253
MYH11,TCGA-AA-3549,-0.85
NBEA,TCGA-AA-3549,-1.5524
PIK3CA,TCGA-AA-3549,-0.0723
PREX2,TCGA-AA-3549,-0.8346
PTPN13,TCGA-AA-3549,0.3522
PTPRT,TCGA-AA-3549,-0.7037
RNF213,TCGA-AA-3549,-0.5638
RNF43,TCGA-AA-3549,0.1868
ROBO2,TCGA-AA-3549,-0.6013
ROS1,TCGA-AA-3549,-0.5852
SMAD4,TCGA-AA-3549,-3.5121
TCF7L2,TCGA-AA-3549,1.5137
TNC,TCGA-AA-3549,0.8213
TP53,TCGA-AA-3549,0.8372
TRRAP,TCGA-AA-3549,-1.0858
ZFHX3,TCGA-AA-3549,0.342
ACVR2A,TCGA-AA-3552,0.0093
AKAP9,TCGA-AA-3552,-0.0683
ANK1,TCGA-AA-3552,2.4078
APC,TCGA-AA-3552,0.1493
ARID1A,TCGA-AA-3552,-0.7975
ATM,TCGA-AA-3552,0.4532
ATRX,TCGA-AA-3552,0.1697
BCL9,TCGA-AA-3552,1.5909
BCL9L,TCGA-AA-3552,0.6278
BCORL1,TCGA-AA-3552,-0.1338
BIRC6,TCGA-AA-3552,-1.287
BRAF,TCGA-AA-3552,0.4787
BRCA2,TCGA-AA-3552,-0.6713
CARD11,TCGA-AA-3552,-0.0381
CDH10,TCGA-AA-3552,
CDH4,TCGA-AA-3552,-1.0073
CNTNAP2,TCGA-AA-3552,-1.0906
CREBBP,TCGA-AA-3552,0.4935
CSMD3,TCGA-AA-3552,-0.8349
CTNNA2,TCGA-AA-3552,-0.5217
DCC,TCGA-AA-3552,
ERBB4,TCGA-AA-3552,-1.258
FAM123B,TCGA-AA-3552,-0.0028
FAM47C,TCGA-AA-3552,
FAT1,TCGA-AA-3552,-0.7908
FAT3,TCGA-AA-3552,-0.3317
FAT4,TCGA-AA-3552,0.061
FBXW7,TCGA-AA-3552,-1.2125
GRIN2A,TCGA-AA-3552,-0.1549
KRAS,TCGA-AA-3552,-0.3789
LRP1B,TCGA-AA-3552,0.6356
MLL3,TCGA-AA-3552,0.0891
MLL4,TCGA-AA-3552,-0.042
MUC16,TCGA-AA-3552,0.1151
MYH11,TCGA-AA-3552,-0.0388
NBEA,TCGA-AA-3552,1.1578
PIK3CA,TCGA-AA-3552,0.0805
PREX2,TCGA-AA-3552,-0.0224
PTPN13,TCGA-AA-3552,-0.8849
PTPRT,TCGA-AA-3552,-1.2433
RNF213,TCGA-AA-3552,0.0197
RNF43,TCGA-AA-3552,0.0266
ROBO2,TCGA-AA-3552,-0.2078
ROS1,TCGA-AA-3552,1.609
SMAD4,TCGA-AA-3552,0.423
TCF7L2,TCGA-AA-3552,0.0709
TNC,TCGA-AA-3552,-1.3872
TP53,TCGA-AA-3552,0.0977
TRRAP,TCGA-AA-3552,-0.6964
ZFHX3,TCGA-AA-3552,0.3782
ACVR2A,TCGA-AA-3553,-0.4646
AKAP9,TCGA-AA-3553,-0.5896
ANK1,TCGA-AA-3553,-0.136
APC,TCGA-AA-3553,-0.7349
ARID1A,TCGA-AA-3553,-1.8514
ATM,TCGA-AA-3553,1.1755
ATRX,TCGA-AA-3553,-0.1916
BCL9,TCGA-AA-3553,-0.7394
BCL9L,TCGA-AA-3553,-0.4325
BCORL1,TCGA-AA-3553,-0.3489
BIRC6,TCGA-AA-3553,-0.8088
BRAF,TCGA-AA-3553,-0.0487
BRCA2,TCGA-AA-3553,0.0782
CARD11,TCGA-AA-3553,-0.1337
CDH10,TCGA-AA-3553,
CDH4,TCGA-AA-3553,-1.3192
CNTNAP2,TCGA-AA-3553,0.9594
CREBBP,TCGA-AA-3553,-0.5516
CSMD3,TCGA-AA-3553,0.269
CTNNA2,TCGA-AA-3553,-0.0969
DCC,TCGA-AA-3553,
ERBB4,TCGA-AA-3553,-1.258
FAM123B,TCGA-AA-3553,-0.4834
FAM47C,TCGA-AA-3553,
FAT1,TCGA-AA-3553,0.4356
FAT3,TCGA-AA-3553,-0.5407
FAT4,TCGA-AA-3553,0.4111
FBXW7,TCGA-AA-3553,0.8516
GRIN2A,TCGA-AA-3553,-1.1336
KRAS,TCGA-AA-3553,-0.1865
LRP1B,TCGA-AA-3553,-0.9501
MLL3,TCGA-AA-3553,-1.042
MLL4,TCGA-AA-3553,-1.162
MUC16,TCGA-AA-3553,1.2034
MYH11,TCGA-AA-3553,-0.1017
NBEA,TCGA-AA-3553,-0.7123
PIK3CA,TCGA-AA-3553,0.1298
PREX2,TCGA-AA-3553,-0.0716
PTPN13,TCGA-AA-3553,-0.9516
PTPRT,TCGA-AA-3553,-0.8977
RNF213,TCGA-AA-3553,-0.2798
RNF43,TCGA-AA-3553,0.5242
ROBO2,TCGA-AA-3553,0.1552
ROS1,TCGA-AA-3553,2.8644
SMAD4,TCGA-AA-3553,0.1021
TCF7L2,TCGA-AA-3553,0.101
TNC,TCGA-AA-3553,-0.3525
TP53,TCGA-AA-3553,-2.158
TRRAP,TCGA-AA-3553,-0.6666
ZFHX3,TCGA-AA-3553,-0.9656
ACVR2A,TCGA-AA-3555,0.5363
AKAP9,TCGA-AA-3555,0.6543
ANK1,TCGA-AA-3555,0.5329
APC,TCGA-AA-3555,0.3011
ARID1A,TCGA-AA-3555,0.6471
ATM,TCGA-AA-3555,1.5899
ATRX,TCGA-AA-3555,0.8509
BCL9,TCGA-AA-3555,-0.6955
BCL9L,TCGA-AA-3555,-1.0372
BCORL1,TCGA-AA-3555,0.2678
BIRC6,TCGA-AA-3555,0.6339
BRAF,TCGA-AA-3555,0.5168
BRCA2,TCGA-AA-3555,1.0165
CARD11,TCGA-AA-3555,-1.6073
CDH10,TCGA-AA-3555,
CDH4,TCGA-AA-3555,-0.3454
CNTNAP2,TCGA-AA-3555,-0.8503
CREBBP,TCGA-AA-3555,-0.3229
CSMD3,TCGA-AA-3555,0.3712
CTNNA2,TCGA-AA-3555,-0.655
DCC,TCGA-AA-3555,
ERBB4,TCGA-AA-3555,2.0135
FAM123B,TCGA-AA-3555,-0.9572
FAM47C,TCGA-AA-3555,
FAT1,TCGA-AA-3555,-0.6301
FAT3,TCGA-AA-3555,-0.2573
FAT4,TCGA-AA-3555,0.4446
FBXW7,TCGA-AA-3555,1.1996
GRIN2A,TCGA-AA-3555,-1.3662
KRAS,TCGA-AA-3555,2.1848
LRP1B,TCGA-AA-3555,-1.0406
MLL3,TCGA-AA-3555,0.8168
MLL4,TCGA-AA-3555,-0.6678
MUC16,TCGA-AA-3555,-0.7886
MYH11,TCGA-AA-3555,-0.3684
NBEA,TCGA-AA-3555,1.351
PIK3CA,TCGA-AA-3555,1.0351
PREX2,TCGA-AA-3555,0.5381
PTPN13,TCGA-AA-3555,0.8289
PTPRT,TCGA-AA-3555,-1.4377
RNF213,TCGA-AA-3555,0.281
RNF43,TCGA-AA-3555,-0.4187
ROBO2,TCGA-AA-3555,1.9453
ROS1,TCGA-AA-3555,0.1407
SMAD4,TCGA-AA-3555,1.9999
TCF7L2,TCGA-AA-3555,0.9116
TNC,TCGA-AA-3555,0.475
TP53,TCGA-AA-3555,0.5846
TRRAP,TCGA-AA-3555,-0.0088
ZFHX3,TCGA-AA-3555,1.198
ACVR2A,TCGA-AA-3560,0.41
AKAP9,TCGA-AA-3560,-0.5728
ANK1,TCGA-AA-3560,-0.9506
APC,TCGA-AA-3560,0.0188
ARID1A,TCGA-AA-3560,-0.1097
ATM,TCGA-AA-3560,-0.8006
ATRX,TCGA-AA-3560,-1.4381
BCL9,TCGA-AA-3560,0.1597
BCL9L,TCGA-AA-3560,-2.5998
BCORL1,TCGA-AA-3560,-1.617
BIRC6,TCGA-AA-3560,-0.361
BRAF,TCGA-AA-3560,-0.1597
BRCA2,TCGA-AA-3560,-1.424
CARD11,TCGA-AA-3560,-0.7886
CDH10,TCGA-AA-3560,
CDH4,TCGA-AA-3560,-1.3192
CNTNAP2,TCGA-AA-3560,-0.3543
CREBBP,TCGA-AA-3560,-1.6832
CSMD3,TCGA-AA-3560,-0.4623
CTNNA2,TCGA-AA-3560,-0.1142
DCC,TCGA-AA-3560,
ERBB4,TCGA-AA-3560,-1.258
FAM123B,TCGA-AA-3560,0.5305
FAM47C,TCGA-AA-3560,
FAT1,TCGA-AA-3560,0.7432
FAT3,TCGA-AA-3560,-0.5741
FAT4,TCGA-AA-3560,0.1127
FBXW7,TCGA-AA-3560,0.1368
GRIN2A,TCGA-AA-3560,0.5847
KRAS,TCGA-AA-3560,-0.8832
LRP1B,TCGA-AA-3560,-0.3971
MLL3,TCGA-AA-3560,-0.1132
MLL4,TCGA-AA-3560,-2.023
MUC16,TCGA-AA-3560,1.6329
MYH11,TCGA-AA-3560,-0.5072
NBEA,TCGA-AA-3560,-0.5101
PIK3CA,TCGA-AA-3560,-0.0353
PREX2,TCGA-AA-3560,-0.6504
PTPN13,TCGA-AA-3560,0.8241
PTPRT,TCGA-AA-3560,1.2757
RNF213,TCGA-AA-3560,-1.4721
RNF43,TCGA-AA-3560,-0.4638
ROBO2,TCGA-AA-3560,1.3717
ROS1,TCGA-AA-3560,-0.7492
SMAD4,TCGA-AA-3560,-2.9216
TCF7L2,TCGA-AA-3560,0.3029
TNC,TCGA-AA-3560,-0.2588
TP53,TCGA-AA-3560,-1.3732
TRRAP,TCGA-AA-3560,-0.511
ZFHX3,TCGA-AA-3560,-0.2545
ACVR2A,TCGA-AA-3561,1.1278
AKAP9,TCGA-AA-3561,-1.2476
ANK1,TCGA-AA-3561,-1.4706
APC,TCGA-AA-3561,-0.2375
ARID1A,TCGA-AA-3561,-1.6451
ATM,TCGA-AA-3561,0.86
ATRX,TCGA-AA-3561,-0.9737
BCL9,TCGA-AA-3561,-1.2432
BCL9L,TCGA-AA-3561,-3.0752
BCORL1,TCGA-AA-3561,-2.777
BIRC6,TCGA-AA-3561,-0.7283
BRAF,TCGA-AA-3561,0.0722
BRCA2,TCGA-AA-3561,1.9371
CARD11,TCGA-AA-3561,0.6259
CDH10,TCGA-AA-3561,
CDH4,TCGA-AA-3561,-0.2987
CNTNAP2,TCGA-AA-3561,0.2545
CREBBP,TCGA-AA-3561,-2.1025
CSMD3,TCGA-AA-3561,0.6359
CTNNA2,TCGA-AA-3561,-1.2278
DCC,TCGA-AA-3561,
ERBB4,TCGA-AA-3561,-1.258
FAM123B,TCGA-AA-3561,-2.0937
FAM47C,TCGA-AA-3561,
FAT1,TCGA-AA-3561,-0.3663
FAT3,TCGA-AA-3561,-0.2074
FAT4,TCGA-AA-3561,0.0067
FBXW7,TCGA-AA-3561,-0.8946
GRIN2A,TCGA-AA-3561,-1.3662
KRAS,TCGA-AA-3561,1.0137
LRP1B,TCGA-AA-3561,-0.7023
MLL3,TCGA-AA-3561,-1.6928
MLL4,TCGA-AA-3561,-1.5053
MUC16,TCGA-AA-3561,-0.2235
MYH11,TCGA-AA-3561,-1.1171
NBEA,TCGA-AA-3561,-1.4982
PIK3CA,TCGA-AA-3561,-0.6134
PREX2,TCGA-AA-3561,-2.0148
PTPN13,TCGA-AA-3561,0.6072
PTPRT,TCGA-AA-3561,-0.2643
RNF213,TCGA-AA-3561,-1.4399
RNF43,TCGA-AA-3561,0.0024
ROBO2,TCGA-AA-3561,1.861
ROS1,TCGA-AA-3561,-0.4773
SMAD4,TCGA-AA-3561,0.3445
TCF7L2,TCGA-AA-3561,-0.7148
TNC,TCGA-AA-3561,-1.9444
TP53,TCGA-AA-3561,0.3029
TRRAP,TCGA-AA-3561,-2.8354
ZFHX3,TCGA-AA-3561,-1.6778
ACVR2A,TCGA-AA-3664,0.0163
AKAP9,TCGA-AA-3664,0.6014
ANK1,TCGA-AA-3664,0.7845
APC,TCGA-AA-3664,1.4976
ARID1A,TCGA-AA-3664,0.3145
ATM,TCGA-AA-3664,1.3542
ATRX,TCGA-AA-3664,1.158
BCL9,TCGA-AA-3664,-0.703
BCL9L,TCGA-AA-3664,-0.6187
BCORL1,TCGA-AA-3664,-0.5236
BIRC6,TCGA-AA-3664,0.6658
BRAF,TCGA-AA-3664,-0.7298
BRCA2,TCGA-AA-3664,1.7558
CARD11,TCGA-AA-3664,1.3032
CDH10,TCGA-AA-3664,
CDH4,TCGA-AA-3664,-1.3192
CNTNAP2,TCGA-AA-3664,0.9661
CREBBP,TCGA-AA-3664,-0.3783
CSMD3,TCGA-AA-3664,0.5629
CTNNA2,TCGA-AA-3664,-1.2278
DCC,TCGA-AA-3664,
ERBB4,TCGA-AA-3664,-0.0389
FAM123B,TCGA-AA-3664,-0.9338
FAM47C,TCGA-AA-3664,
FAT1,TCGA-AA-3664,-1.0893
FAT3,TCGA-AA-3664,0.2907
FAT4,TCGA-AA-3664,-0.6209
FBXW7,TCGA-AA-3664,0.2452
GRIN2A,TCGA-AA-3664,-1.3662
KRAS,TCGA-AA-3664,0.7905
LRP1B,TCGA-AA-3664,-1.1856
MLL3,TCGA-AA-3664,0.9602
MLL4,TCGA-AA-3664,-0.0255
MUC16,TCGA-AA-3664,0.6856
MYH11,TCGA-AA-3664,-0.577
NBEA,TCGA-AA-3664,-0.1477
PIK3CA,TCGA-AA-3664,1.077
PREX2,TCGA-AA-3664,0.0331
PTPN13,TCGA-AA-3664,0.0387
PTPRT,TCGA-AA-3664,-1.0091
RNF213,TCGA-AA-3664,1.3921
