submitter_id,genes,values
TCGA-AG-3898,TP53,1
TCGA-AG-3583,TP53,0
TCGA-CM-5864,TP53,1
TCGA-AF-6136,TP53,1
TCGA-AA-3955,TP53,1
TCGA-AF-5654,TP53,0
TCGA-D5-6931,TP53,1
TCGA-CK-4948,TP53,1
TCGA-AA-3861,TP53,0
TCGA-AG-3575,TP53,0
TCGA-AD-6964,TP53,0
TCGA-G4-6625,TP53,1
TCGA-AF-4110,TP53,1
TCGA-AA-3520,TP53,0
TCGA-RU-A8FL,TP53,1
TCGA-AM-5821,TP53,1
TCGA-AG-3999,TP53,1
TCGA-AA-A00F,TP53,0
TCGA-AD-A5EJ,TP53,1
TCGA-AF-6672,TP53,1
TCGA-G4-6297,TP53,1
TCGA-AA-3673,TP53,1
TCGA-AA-A00Q,TP53,0
TCGA-DC-6157,TP53,1
TCGA-AA-3496,TP53,1
TCGA-DC-4745,TP53,1
TCGA-NH-A8F7,TP53,1
TCGA-D5-6929,TP53,1
TCGA-F4-6856,TP53,1
TCGA-AZ-6607,TP53,1
TCGA-A6-6648,TP53,0
TCGA-EI-6509,TP53,1
TCGA-AA-3947,TP53,0
TCGA-CA-5796,TP53,0
TCGA-A6-2670,TP53,0
TCGA-DM-A280,TP53,0
TCGA-AA-3494,TP53,0
TCGA-A6-6653,TP53,0
TCGA-AA-A02H,TP53,1
TCGA-CM-6164,TP53,1
TCGA-AY-4070,TP53,1
TCGA-AG-3598,TP53,0
TCGA-A6-6650,TP53,1
TCGA-AG-4021,TP53,1
TCGA-AA-3488,TP53,1
TCGA-AA-A01G,TP53,0
TCGA-AA-A02O,TP53,0
TCGA-AZ-4681,TP53,1
TCGA-AA-3852,TP53,0
TCGA-G4-6302,TP53,0
TCGA-AF-2692,TP53,0
TCGA-AG-3731,TP53,1
TCGA-AG-4008,TP53,1
TCGA-F5-6863,TP53,1
TCGA-AA-3970,TP53,0
TCGA-AA-A02W,TP53,1
TCGA-AA-A02J,TP53,1
TCGA-CK-4947,TP53,0
TCGA-AG-A01W,TP53,1
TCGA-A6-A56B,TP53,1
TCGA-AA-3994,TP53,0
TCGA-CK-6747,TP53,0
TCGA-G4-6586,TP53,1
TCGA-CM-6168,TP53,0
TCGA-DM-A0X9,TP53,0
TCGA-AA-A02R,TP53,0
TCGA-AG-3909,TP53,0
TCGA-CM-6679,TP53,1
TCGA-A6-2682,TP53,1
TCGA-F5-6861,TP53,0
TCGA-A6-A566,TP53,0
TCGA-CA-6715,TP53,1
TCGA-G4-6311,TP53,1
TCGA-CL-5917,TP53,1
TCGA-AA-A022,TP53,0
TCGA-AA-3854,TP53,0
TCGA-CK-6751,TP53,0
TCGA-AZ-6601,TP53,1
TCGA-AA-3956,TP53,1
TCGA-A6-2681,TP53,1
TCGA-AA-3841,TP53,1
TCGA-CM-4752,TP53,1
TCGA-WS-AB45,TP53,1
TCGA-AA-3842,TP53,1
TCGA-AA-A01C,TP53,1
TCGA-AA-3509,TP53,0
TCGA-AF-A56N,TP53,1
TCGA-DY-A1DD,TP53,1
TCGA-AA-3939,TP53,0
TCGA-T9-A92H,TP53,1
TCGA-AG-3609,TP53,0
TCGA-A6-6654,TP53,1
TCGA-AA-3930,TP53,1
TCGA-AF-2691,TP53,0
TCGA-AA-3941,TP53,1
TCGA-AH-6544,TP53,1
TCGA-AA-3502,TP53,0
TCGA-AG-A01L,TP53,1
TCGA-AZ-6605,TP53,1
TCGA-DM-A1D4,TP53,1
TCGA-QG-A5Z2,TP53,0
TCGA-AA-A01S,TP53,1
TCGA-AG-3728,TP53,1
TCGA-A6-A567,TP53,1
TCGA-F5-6571,TP53,1
TCGA-AZ-5403,TP53,1
TCGA-DM-A28E,TP53,1
TCGA-AA-3492,TP53,1
TCGA-A6-3809,TP53,0
TCGA-AG-4005,TP53,1
TCGA-AA-3967,TP53,1
TCGA-AA-A01I,TP53,0
TCGA-A6-6780,TP53,0
TCGA-AA-3526,TP53,0
TCGA-A6-2676,TP53,0
TCGA-DY-A1DG,TP53,1
TCGA-CK-6748,TP53,0
TCGA-AG-A02N,TP53,1
TCGA-F5-6464,TP53,1
TCGA-CM-6163,TP53,1
TCGA-DM-A1HB,TP53,0
TCGA-AG-3887,TP53,0
TCGA-SS-A7HO,TP53,1
TCGA-AG-4007,TP53,1
TCGA-CM-6169,TP53,1
TCGA-F5-6814,TP53,1
TCGA-AG-4022,TP53,1
TCGA-AA-3543,TP53,0
TCGA-4N-A93T,TP53,1
TCGA-DM-A1D8,TP53,1
TCGA-AG-3882,TP53,1
TCGA-G4-6588,TP53,0
TCGA-F4-6807,TP53,1
TCGA-AA-A029,TP53,0
TCGA-AA-3972,TP53,0
TCGA-AA-3511,TP53,1
TCGA-D5-5541,TP53,1
TCGA-AD-6889,TP53,0
TCGA-CA-6716,TP53,0
TCGA-A6-4105,TP53,1
TCGA-A6-5662,TP53,1
TCGA-A6-6652,TP53,1
TCGA-CM-5860,TP53,1
TCGA-CM-5861,TP53,0
TCGA-AA-A01R,TP53,0
TCGA-A6-5659,TP53,1
TCGA-DM-A285,TP53,1
TCGA-F5-6813,TP53,1
TCGA-AG-3896,TP53,1
TCGA-DM-A28A,TP53,1
TCGA-D5-6529,TP53,0
TCGA-QG-A5Z1,TP53,1
TCGA-AG-A016,TP53,1
TCGA-CA-6719,TP53,1
TCGA-NH-A50U,TP53,1
TCGA-AG-A025,TP53,0
TCGA-CM-6170,TP53,0
TCGA-AA-3542,TP53,0
TCGA-DY-A0XA,TP53,1
TCGA-AG-A00H,TP53,0
TCGA-QG-A5YW,TP53,1
TCGA-F4-6459,TP53,1
TCGA-AA-3664,TP53,0
TCGA-D5-6538,TP53,1
TCGA-D5-6535,TP53,1
TCGA-AG-A01J,TP53,1
TCGA-CM-5862,TP53,1
TCGA-AG-3591,TP53,1
TCGA-CL-4957,TP53,1
TCGA-AG-A02X,TP53,1
TCGA-AA-A02Y,TP53,0
TCGA-BM-6198,TP53,0
TCGA-AF-3912,TP53,0
TCGA-AA-3666,TP53,1
TCGA-5M-AATE,TP53,1
TCGA-AA-3558,TP53,0
TCGA-DM-A0XD,TP53,1
TCGA-4T-AA8H,TP53,0
TCGA-CK-6746,TP53,0
TCGA-AA-A01K,TP53,1
TCGA-AG-3605,TP53,0
TCGA-D5-6927,TP53,0
TCGA-AG-3732,TP53,1
TCGA-CM-6677,TP53,1
TCGA-EI-6513,TP53,1
TCGA-AZ-6598,TP53,1
TCGA-AG-3586,TP53,0
TCGA-AG-A01Y,TP53,1
TCGA-3L-AA1B,TP53,0
TCGA-AA-3975,TP53,1
TCGA-5M-AATA,TP53,0
TCGA-AA-3532,TP53,0
TCGA-AA-3696,TP53,0
TCGA-G4-6298,TP53,1
TCGA-AA-3681,TP53,1
TCGA-G4-6314,TP53,1
TCGA-D5-6532,TP53,1
TCGA-AA-3860,TP53,1
TCGA-CI-6623,TP53,1
TCGA-AY-A69D,TP53,0
TCGA-AA-3521,TP53,0
TCGA-AG-3893,TP53,1
TCGA-D5-5537,TP53,0
TCGA-DM-A28H,TP53,1
TCGA-CM-6166,TP53,0
TCGA-AZ-6600,TP53,1
TCGA-AA-A017,TP53,1
TCGA-AA-3979,TP53,1
TCGA-AA-A00Z,TP53,0
TCGA-A6-4107,TP53,0
TCGA-D5-6540,TP53,1
TCGA-AA-3525,TP53,0
TCGA-AA-3815,TP53,1
TCGA-DY-A1DF,TP53,1
TCGA-CI-6620,TP53,1
TCGA-EI-6884,TP53,1
TCGA-AG-3584,TP53,0
TCGA-EI-7004,TP53,0
TCGA-D5-6923,TP53,0
TCGA-G4-6322,TP53,0
TCGA-AA-3855,TP53,0
TCGA-A6-6781,TP53,0
TCGA-A6-2672,TP53,0
TCGA-CM-5344,TP53,0
TCGA-AG-3881,TP53,0
TCGA-AG-3883,TP53,1
TCGA-AZ-5407,TP53,1
TCGA-A6-3810,TP53,1
TCGA-AD-6901,TP53,1
TCGA-DM-A0XF,TP53,1
TCGA-CM-5348,TP53,1
TCGA-AA-3489,TP53,0
TCGA-AA-3554,TP53,0
TCGA-AG-3601,TP53,0
TCGA-F4-6806,TP53,0
TCGA-AA-3845,TP53,0
TCGA-AA-3966,TP53,1
TCGA-EI-6506,TP53,1
TCGA-AA-3692,TP53,0
TCGA-AA-3831,TP53,0
TCGA-AG-3902,TP53,1
TCGA-AH-6643,TP53,1
TCGA-CI-6622,TP53,0
TCGA-AF-A56K,TP53,1
TCGA-D5-6924,TP53,1
TCGA-AA-3870,TP53,0
TCGA-DC-4749,TP53,1
TCGA-AZ-4615,TP53,0
TCGA-AA-3529,TP53,0
TCGA-CK-5912,TP53,0
TCGA-CM-4746,TP53,1
TCGA-AD-6548,TP53,1
TCGA-AA-3952,TP53,0
TCGA-AA-3663,TP53,0
TCGA-DY-A1H8,TP53,0
TCGA-CK-4950,TP53,0
TCGA-G5-6235,TP53,1
TCGA-AG-3608,TP53,0
TCGA-EI-6507,TP53,1
TCGA-AA-3672,TP53,0
TCGA-DM-A28M,TP53,0
TCGA-AA-3517,TP53,0
TCGA-AA-3538,TP53,0
TCGA-AZ-4323,TP53,1
TCGA-AA-3518,TP53,0
TCGA-AA-3678,TP53,0
TCGA-CK-5915,TP53,0
TCGA-AG-3602,TP53,0
TCGA-F4-6704,TP53,0
TCGA-AY-A8YK,TP53,1
TCGA-AH-6547,TP53,0
TCGA-CM-4750,TP53,1
TCGA-A6-6142,TP53,1
TCGA-AG-A00Y,TP53,1
TCGA-AA-3864,TP53,0
TCGA-QG-A5YV,TP53,1
TCGA-AZ-6606,TP53,1
TCGA-CM-4743,TP53,0
TCGA-AD-6965,TP53,1
TCGA-AF-A56L,TP53,1
TCGA-AG-3587,TP53,0
TCGA-AA-A01Z,TP53,1
TCGA-AA-A00R,TP53,0
TCGA-G4-6315,TP53,1
TCGA-AG-3594,TP53,0
TCGA-AA-3968,TP53,1
TCGA-AZ-4684,TP53,1
TCGA-AG-A002,TP53,0
TCGA-AF-3400,TP53,0
TCGA-AA-3949,TP53,1
TCGA-F4-6463,TP53,0
TCGA-CM-4744,TP53,0
TCGA-CM-5863,TP53,1
TCGA-NH-A5IV,TP53,0
TCGA-F5-6811,TP53,1
TCGA-AA-3950,TP53,0
TCGA-DC-5869,TP53,1
TCGA-CM-4748,TP53,0
TCGA-5M-AAT6,TP53,0
TCGA-AF-6655,TP53,1
TCGA-G4-6317,TP53,1
TCGA-EI-6511,TP53,0
TCGA-AA-3679,TP53,1
TCGA-AA-3553,TP53,0
TCGA-D5-6534,TP53,1
TCGA-AA-A004,TP53,1
TCGA-F4-6569,TP53,0
TCGA-NH-A50V,TP53,1
TCGA-CM-6167,TP53,1
TCGA-AG-3891,TP53,0
TCGA-AY-A71X,TP53,0
TCGA-AA-A024,TP53,0
TCGA-AA-3989,TP53,0
TCGA-QL-A97D,TP53,1
TCGA-D5-7000,TP53,0
TCGA-AG-4009,TP53,0
TCGA-AA-3667,TP53,1
TCGA-AA-3867,TP53,1
TCGA-CM-6678,TP53,0
TCGA-DM-A1DB,TP53,1
TCGA-AA-3684,TP53,0
TCGA-AA-3522,TP53,0
TCGA-F5-6465,TP53,1
TCGA-AA-3811,TP53,1
TCGA-AG-4001,TP53,1
TCGA-EI-6508,TP53,1
TCGA-AY-A54L,TP53,1
TCGA-AH-6644,TP53,0
TCGA-A6-2677,TP53,0
TCGA-AA-3516,TP53,0
TCGA-AA-3662,TP53,1
TCGA-G4-6320,TP53,1
TCGA-AG-3582,TP53,0
TCGA-AA-3984,TP53,0
TCGA-A6-5657,TP53,0
TCGA-D5-6920,TP53,0
TCGA-AA-3685,TP53,1
TCGA-AA-A02F,TP53,1
TCGA-A6-A565,TP53,0
TCGA-AA-3697,TP53,0
TCGA-AA-3514,TP53,0
TCGA-AZ-4315,TP53,0
TCGA-AG-3892,TP53,0
TCGA-AA-3534,TP53,0
TCGA-CA-6718,TP53,1
TCGA-G4-6295,TP53,1
TCGA-AG-3890,TP53,1
TCGA-AA-A01D,TP53,1
TCGA-AA-3715,TP53,0
TCGA-EI-6882,TP53,1
TCGA-NH-A6GB,TP53,1
TCGA-DM-A1D9,TP53,1
TCGA-CM-4751,TP53,1
TCGA-AA-A00N,TP53,0
TCGA-G4-6309,TP53,0
TCGA-D5-6531,TP53,1
TCGA-AZ-4682,TP53,0
TCGA-A6-2685,TP53,1
TCGA-F5-6812,TP53,1
TCGA-AG-3885,TP53,1
TCGA-AG-3727,TP53,0
TCGA-AA-A03J,TP53,1
TCGA-AA-3549,TP53,0
TCGA-AZ-4616,TP53,1
TCGA-AG-A008,TP53,0
TCGA-DM-A282,TP53,0
TCGA-F4-6805,TP53,1
TCGA-F4-6809,TP53,1
TCGA-G4-6321,TP53,0
TCGA-AA-3544,TP53,0
TCGA-D5-6536,TP53,0
TCGA-AA-3973,TP53,0
TCGA-AD-6890,TP53,0
TCGA-AD-A5EK,TP53,1
TCGA-AD-6899,TP53,1
TCGA-DM-A1D6,TP53,1
TCGA-A6-5656,TP53,1
TCGA-DC-6155,TP53,0
TCGA-D5-6537,TP53,0
TCGA-AG-3906,TP53,1
TCGA-CM-6162,TP53,0
TCGA-F4-6570,TP53,0
TCGA-D5-6928,TP53,0
TCGA-CM-6171,TP53,0
TCGA-D5-6539,TP53,1
TCGA-F5-6702,TP53,1
TCGA-AZ-6608,TP53,1
TCGA-AG-A036,TP53,1
TCGA-AA-3846,TP53,0
TCGA-AA-3814,TP53,1
TCGA-AA-3680,TP53,0
TCGA-CL-5918,TP53,1
TCGA-DM-A1DA,TP53,1
TCGA-CM-6165,TP53,1
TCGA-AA-3710,TP53,0
TCGA-AY-6197,TP53,1
TCGA-DM-A28C,TP53,0
TCGA-AA-A01T,TP53,1
TCGA-A6-5664,TP53,0
TCGA-D5-6530,TP53,0
TCGA-AF-2687,TP53,1
TCGA-AA-3660,TP53,1
TCGA-D5-6533,TP53,1
TCGA-AA-A00W,TP53,0
TCGA-DM-A1D7,TP53,1
TCGA-A6-2683,TP53,0
TCGA-AU-3779,TP53,1
TCGA-AG-3611,TP53,0
TCGA-CM-6680,TP53,0
TCGA-AZ-6599,TP53,0
TCGA-AG-3742,TP53,1
TCGA-CM-6675,TP53,1
TCGA-AA-3556,TP53,0
TCGA-AG-3725,TP53,1
TCGA-AG-3878,TP53,0
TCGA-AA-3818,TP53,0
TCGA-AG-A00C,TP53,1
TCGA-A6-2680,TP53,1
TCGA-G5-6233,TP53,1
TCGA-DM-A28G,TP53,0
TCGA-DC-6158,KRAS,0
TCGA-F4-6854,KRAS,1
TCGA-DC-5337,KRAS,0
TCGA-AA-3561,KRAS,0
TCGA-AA-A00O,KRAS,0
TCGA-DM-A28F,KRAS,0
TCGA-AA-3866,KRAS,0
TCGA-AF-3913,KRAS,0
TCGA-AA-3524,KRAS,0
TCGA-AG-3578,KRAS,0
TCGA-AA-3877,KRAS,0
TCGA-AA-3986,KRAS,1
TCGA-AA-3862,KRAS,1
TCGA-AG-3894,KRAS,0
TCGA-NH-A6GC,KRAS,1
TCGA-AA-A010,KRAS,0
TCGA-A6-2675,KRAS,0
TCGA-AA-A00D,KRAS,0
TCGA-AA-A00U,KRAS,0
TCGA-EI-6510,KRAS,1
TCGA-AA-3519,KRAS,0
TCGA-AG-A015,KRAS,0
TCGA-G5-6641,KRAS,0
TCGA-AA-3848,KRAS,1
TCGA-D5-6922,KRAS,0
TCGA-EF-5830,KRAS,1
TCGA-AA-3856,KRAS,0
TCGA-AG-A032,KRAS,1
TCGA-G4-6323,KRAS,1
TCGA-F4-6703,KRAS,1
TCGA-AA-A01V,KRAS,0
TCGA-EI-6917,KRAS,0
TCGA-AA-A00K,KRAS,0
TCGA-D5-5538,KRAS,1
TCGA-A6-5660,KRAS,0
TCGA-AA-3821,KRAS,0
TCGA-A6-6651,KRAS,0
TCGA-AG-3574,KRAS,0
TCGA-AD-5900,KRAS,0
TCGA-A6-2679,KRAS,1
TCGA-AA-3837,KRAS,1
TCGA-AG-3593,KRAS,0
TCGA-AA-A00A,KRAS,0
TCGA-AH-6549,KRAS,1
TCGA-AA-A02K,KRAS,1
TCGA-AA-3971,KRAS,0
TCGA-AG-A01N,KRAS,0
TCGA-5M-AAT4,KRAS,1
TCGA-AA-A00E,KRAS,0
TCGA-AA-3562,KRAS,0
TCGA-AG-3592,KRAS,0
TCGA-D5-6932,KRAS,1
TCGA-AA-A01F,KRAS,0
TCGA-AG-4015,KRAS,0
TCGA-AA-A01P,KRAS,0
TCGA-AD-6888,KRAS,0
TCGA-DM-A288,KRAS,1
TCGA-G4-6310,KRAS,0
TCGA-AY-5543,KRAS,1
TCGA-AA-3976,KRAS,0
TCGA-AG-3612,KRAS,0
TCGA-CI-6621,KRAS,0
TCGA-AG-3901,KRAS,1
TCGA-AA-3495,KRAS,0
TCGA-D5-5539,KRAS,1
TCGA-DC-6683,KRAS,1
TCGA-CA-5256,KRAS,0
TCGA-AG-A02G,KRAS,0
TCGA-AG-3600,KRAS,0
TCGA-AF-3911,KRAS,0
TCGA-AH-6897,KRAS,0
TCGA-G4-6627,KRAS,1
TCGA-AA-3819,KRAS,0
TCGA-A6-2686,KRAS,0
TCGA-AG-A020,KRAS,1
TCGA-AA-3833,KRAS,0
TCGA-AA-3530,KRAS,1
TCGA-AA-3851,KRAS,1
TCGA-DM-A1D0,KRAS,1
TCGA-F4-6855,KRAS,1
TCGA-NH-A8F8,KRAS,1
TCGA-AH-6903,KRAS,1
TCGA-AZ-4313,KRAS,1
TCGA-DY-A1DC,KRAS,0
TCGA-AA-3872,KRAS,0
TCGA-AA-3850,KRAS,0
TCGA-A6-6140,KRAS,0
TCGA-AG-3726,KRAS,1
TCGA-CM-5349,KRAS,1
TCGA-G4-6299,KRAS,0
TCGA-AA-3695,KRAS,1
TCGA-EI-6512,KRAS,1
TCGA-A6-5666,KRAS,1
TCGA-DC-6156,KRAS,0
TCGA-G4-6303,KRAS,0
TCGA-AA-3552,KRAS,0
TCGA-CA-6717,KRAS,0
TCGA-DC-6682,KRAS,0
TCGA-AA-3527,KRAS,0
TCGA-AM-5820,KRAS,0
TCGA-CA-5254,KRAS,0
TCGA-G4-6293,KRAS,0
TCGA-D5-6898,KRAS,0
TCGA-AA-3506,KRAS,1
TCGA-D5-6930,KRAS,0
TCGA-A6-5667,KRAS,0
TCGA-F4-6461,KRAS,1
TCGA-AG-3599,KRAS,0
TCGA-F4-6460,KRAS,0
TCGA-AA-A03F,KRAS,1
TCGA-EI-7002,KRAS,1
TCGA-AA-3712,KRAS,0
TCGA-DC-6160,KRAS,1
TCGA-G4-6628,KRAS,0
TCGA-AY-6196,KRAS,0
TCGA-AA-3688,KRAS,0
TCGA-G5-6572,KRAS,1
TCGA-AA-3560,KRAS,0
TCGA-CM-5341,KRAS,0
TCGA-CK-4951,KRAS,0
TCGA-AA-3548,KRAS,0
TCGA-AA-A01X,KRAS,1
TCGA-AF-2693,KRAS,0
TCGA-QG-A5YX,KRAS,0
TCGA-G4-6306,KRAS,0
TCGA-AG-3581,KRAS,0
TCGA-AY-4071,KRAS,0
TCGA-EI-6885,KRAS,0
TCGA-AA-3655,KRAS,1
TCGA-AG-A026,KRAS,0
TCGA-D5-5540,KRAS,1
TCGA-A6-6137,KRAS,0
TCGA-AU-6004,KRAS,0
TCGA-AZ-4614,KRAS,0
TCGA-AA-3693,KRAS,0
TCGA-AF-2689,KRAS,0
TCGA-DC-6154,KRAS,0
TCGA-AA-3977,KRAS,1
TCGA-CM-6161,KRAS,0
TCGA-F5-6864,KRAS,0
TCGA-AA-A02E,KRAS,1
TCGA-AA-3510,KRAS,1
TCGA-AY-6386,KRAS,1
TCGA-AF-2690,KRAS,0
TCGA-AA-3555,KRAS,0
TCGA-F5-6810,KRAS,0
TCGA-CK-5913,KRAS,0
TCGA-AA-A00L,KRAS,0
TCGA-AA-3980,KRAS,0
TCGA-CK-5916,KRAS,0
TCGA-CI-6624,KRAS,0
TCGA-D5-6541,KRAS,1
TCGA-A6-6649,KRAS,0
TCGA-AA-3869,KRAS,0
TCGA-A6-2678,KRAS,0
TCGA-D5-6926,KRAS,0
TCGA-G4-6626,KRAS,0
TCGA-EI-6881,KRAS,1
TCGA-CI-6619,KRAS,0
TCGA-AG-A023,KRAS,1
TCGA-AG-A011,KRAS,0
TCGA-AZ-4308,KRAS,0
TCGA-CA-5797,KRAS,0
TCGA-DM-A28K,KRAS,1
TCGA-DC-6681,KRAS,1
TCGA-A6-6782,KRAS,0
TCGA-DT-5265,KRAS,0
TCGA-AF-3914,KRAS,0
TCGA-AA-3531,KRAS,0
TCGA-EI-6514,KRAS,0
TCGA-CM-6172,KRAS,0
TCGA-CM-6676,KRAS,0
TCGA-AA-3675,KRAS,1
TCGA-G4-6294,KRAS,1
TCGA-AA-3858,KRAS,0
TCGA-AA-3812,KRAS,0
TCGA-EI-6883,KRAS,0
TCGA-AD-6963,KRAS,0
TCGA-A6-A5ZU,KRAS,0
TCGA-NH-A50T,KRAS,0
TCGA-A6-2684,KRAS,1
TCGA-F4-6808,KRAS,0
TCGA-CM-5868,KRAS,0
TCGA-A6-6138,KRAS,1
TCGA-AA-A01Q,KRAS,0
TCGA-A6-5661,KRAS,0
TCGA-A6-5665,KRAS,0
TCGA-EF-5831,KRAS,1
TCGA-AD-6895,KRAS,1
TCGA-AA-3844,KRAS,1
TCGA-A6-3808,KRAS,1
TCGA-A6-3807,KRAS,0
TCGA-5M-AAT5,KRAS,1
TCGA-AG-A014,KRAS,1
TCGA-NH-A6GA,KRAS,0
TCGA-CK-4952,KRAS,0
TCGA-AA-3875,KRAS,0
TCGA-DY-A1DE,KRAS,0
TCGA-CM-6674,KRAS,1
TCGA-CA-5255,KRAS,1
TCGA-A6-2671,KRAS,0
TCGA-G4-6304,KRAS,1
TCGA-G4-6307,KRAS,0
TCGA-DM-A1HA,KRAS,1
TCGA-AZ-6603,KRAS,0
TCGA-AA-A00J,KRAS,0
TCGA-CM-4747,KRAS,1
TCGA-AA-3713,KRAS,0
TCGA-CK-5914,KRAS,0
TCGA-A6-2674,KRAS,1
TCGA-A6-6141,KRAS,0
TCGA-AG-3580,KRAS,0
TCGA-AA-3982,KRAS,0
TCGA-AG-3898,KRAS,0
TCGA-AG-3583,KRAS,0
TCGA-CM-5864,KRAS,0
TCGA-AF-6136,KRAS,0
TCGA-AA-3955,KRAS,0
TCGA-AF-5654,KRAS,1
TCGA-D5-6931,KRAS,1
TCGA-CK-4948,KRAS,1
TCGA-AA-3861,KRAS,1
TCGA-AG-3575,KRAS,0
TCGA-AD-6964,KRAS,1
TCGA-G4-6625,KRAS,1
TCGA-AF-4110,KRAS,1
TCGA-AA-3520,KRAS,0
TCGA-RU-A8FL,KRAS,0
TCGA-AM-5821,KRAS,0
TCGA-AG-3999,KRAS,1
TCGA-AA-A00F,KRAS,0
TCGA-AD-A5EJ,KRAS,0
TCGA-AF-6672,KRAS,1
TCGA-G4-6297,KRAS,1
TCGA-AA-3673,KRAS,1
TCGA-AA-A00Q,KRAS,0
TCGA-DC-6157,KRAS,0
TCGA-AA-3496,KRAS,0
TCGA-DC-4745,KRAS,0
TCGA-NH-A8F7,KRAS,0
TCGA-D5-6929,KRAS,0
TCGA-F4-6856,KRAS,1
TCGA-AZ-6607,KRAS,1
TCGA-A6-6648,KRAS,0
TCGA-EI-6509,KRAS,0
TCGA-AA-3947,KRAS,0
TCGA-CA-5796,KRAS,1
TCGA-A6-2670,KRAS,0
TCGA-DM-A280,KRAS,1
TCGA-AA-3494,KRAS,0
TCGA-A6-6653,KRAS,1
TCGA-AA-A02H,KRAS,0
TCGA-CM-6164,KRAS,1
TCGA-AY-4070,KRAS,0
TCGA-AG-3598,KRAS,0
TCGA-A6-6650,KRAS,1
TCGA-AG-4021,KRAS,1
TCGA-AA-3488,KRAS,1
TCGA-AA-A01G,KRAS,0
TCGA-AA-A02O,KRAS,1
TCGA-AZ-4681,KRAS,0
TCGA-AA-3852,KRAS,1
TCGA-G4-6302,KRAS,0
TCGA-AF-2692,KRAS,0
TCGA-AG-3731,KRAS,1
TCGA-AG-4008,KRAS,1
TCGA-F5-6863,KRAS,0
TCGA-AA-3970,KRAS,0
TCGA-AA-A02W,KRAS,1
TCGA-AA-A02J,KRAS,0
TCGA-CK-4947,KRAS,1
TCGA-AG-A01W,KRAS,1
TCGA-A6-A56B,KRAS,0
TCGA-AA-3994,KRAS,1
TCGA-CK-6747,KRAS,0
TCGA-G4-6586,KRAS,0
TCGA-CM-6168,KRAS,1
TCGA-DM-A0X9,KRAS,1
TCGA-AA-A02R,KRAS,0
TCGA-AG-3909,KRAS,1
TCGA-CM-6679,KRAS,0
TCGA-A6-2682,KRAS,1
TCGA-F5-6861,KRAS,1
TCGA-A6-A566,KRAS,1
TCGA-CA-6715,KRAS,0
TCGA-G4-6311,KRAS,0
TCGA-CL-5917,KRAS,1
TCGA-AA-A022,KRAS,0
TCGA-AA-3854,KRAS,1
TCGA-CK-6751,KRAS,1
TCGA-AZ-6601,KRAS,1
TCGA-AA-3956,KRAS,0
TCGA-A6-2681,KRAS,1
TCGA-AA-3841,KRAS,1
TCGA-CM-4752,KRAS,0
TCGA-WS-AB45,KRAS,0
TCGA-AA-3842,KRAS,1
TCGA-AA-A01C,KRAS,0
TCGA-AA-3509,KRAS,0
TCGA-AF-A56N,KRAS,0
TCGA-DY-A1DD,KRAS,0
TCGA-AA-3939,KRAS,1
TCGA-T9-A92H,KRAS,0
TCGA-AG-3609,KRAS,0
TCGA-A6-6654,KRAS,1
TCGA-AA-3930,KRAS,1
TCGA-AF-2691,KRAS,0
TCGA-AA-3941,KRAS,1
TCGA-AH-6544,KRAS,1
TCGA-AA-3502,KRAS,1
TCGA-AG-A01L,KRAS,0
TCGA-AZ-6605,KRAS,0
TCGA-DM-A1D4,KRAS,1
TCGA-QG-A5Z2,KRAS,0
TCGA-AA-A01S,KRAS,0
TCGA-AG-3728,KRAS,0
TCGA-A6-A567,KRAS,1
TCGA-F5-6571,KRAS,1
TCGA-AZ-5403,KRAS,0
TCGA-DM-A28E,KRAS,1
TCGA-AA-3492,KRAS,0
TCGA-A6-3809,KRAS,0
TCGA-AG-4005,KRAS,1
TCGA-AA-3967,KRAS,1
TCGA-AA-A01I,KRAS,1
TCGA-A6-6780,KRAS,0
TCGA-AA-3526,KRAS,0
TCGA-A6-2676,KRAS,0
TCGA-DY-A1DG,KRAS,0
TCGA-CK-6748,KRAS,1
TCGA-AG-A02N,KRAS,1
TCGA-F5-6464,KRAS,0
TCGA-CM-6163,KRAS,0
TCGA-DM-A1HB,KRAS,0
TCGA-AG-3887,KRAS,1
TCGA-SS-A7HO,KRAS,1
TCGA-AG-4007,KRAS,0
TCGA-CM-6169,KRAS,0
TCGA-F5-6814,KRAS,0
TCGA-AG-4022,KRAS,0
TCGA-AA-3543,KRAS,0
TCGA-4N-A93T,KRAS,1
TCGA-DM-A1D8,KRAS,1
TCGA-AG-3882,KRAS,0
TCGA-G4-6588,KRAS,0
TCGA-F4-6807,KRAS,1
TCGA-AA-A029,KRAS,1
TCGA-AA-3972,KRAS,0
TCGA-AA-3511,KRAS,1
TCGA-D5-5541,KRAS,0
TCGA-AD-6889,KRAS,0
TCGA-CA-6716,KRAS,1
TCGA-A6-4105,KRAS,1
TCGA-A6-5662,KRAS,1
TCGA-A6-6652,KRAS,0
TCGA-CM-5860,KRAS,0
TCGA-CM-5861,KRAS,0
TCGA-AA-A01R,KRAS,1
TCGA-A6-5659,KRAS,1
TCGA-DM-A285,KRAS,1
TCGA-F5-6813,KRAS,0
TCGA-AG-3896,KRAS,1
TCGA-DM-A28A,KRAS,1
TCGA-D5-6529,KRAS,1
TCGA-QG-A5Z1,KRAS,0
TCGA-AG-A016,KRAS,0
