submitter_id,genes,values
TCGA-AA-A01F,FAT4,0
TCGA-AG-4015,FAT4,0
TCGA-AA-A01P,FAT4,0
TCGA-AD-6888,FAT4,0
TCGA-DM-A288,FAT4,0
TCGA-G4-6310,FAT4,0
TCGA-AY-5543,FAT4,0
TCGA-AA-3976,FAT4,1
TCGA-AG-3612,FAT4,0
TCGA-CI-6621,FAT4,0
TCGA-AG-3901,FAT4,0
TCGA-AA-3495,FAT4,0
TCGA-D5-5539,FAT4,1
TCGA-DC-6683,FAT4,0
TCGA-CA-5256,FAT4,0
TCGA-AG-A02G,FAT4,0
TCGA-AG-3600,FAT4,0
TCGA-AF-3911,FAT4,0
TCGA-AH-6897,FAT4,1
TCGA-G4-6627,FAT4,0
TCGA-AA-3819,FAT4,0
TCGA-A6-2686,FAT4,1
TCGA-AG-A020,FAT4,0
TCGA-AA-3833,FAT4,1
TCGA-AA-3530,FAT4,1
TCGA-AA-3851,FAT4,1
TCGA-DM-A1D0,FAT4,0
TCGA-F4-6855,FAT4,0
TCGA-NH-A8F8,FAT4,0
TCGA-AH-6903,FAT4,0
TCGA-AZ-4313,FAT4,0
TCGA-DY-A1DC,FAT4,0
TCGA-AA-3872,FAT4,0
TCGA-AA-3850,FAT4,0
TCGA-A6-6140,FAT4,0
TCGA-AG-3726,FAT4,0
TCGA-CM-5349,FAT4,0
TCGA-G4-6299,FAT4,0
TCGA-AA-3695,FAT4,0
TCGA-EI-6512,FAT4,1
TCGA-A6-5666,FAT4,0
TCGA-DC-6156,FAT4,0
TCGA-G4-6303,FAT4,0
TCGA-AA-3552,FAT4,0
TCGA-CA-6717,FAT4,1
TCGA-DC-6682,FAT4,1
TCGA-AA-3527,FAT4,0
TCGA-AM-5820,FAT4,0
TCGA-CA-5254,FAT4,0
TCGA-G4-6293,FAT4,0
TCGA-D5-6898,FAT4,0
TCGA-AA-3506,FAT4,0
TCGA-D5-6930,FAT4,1
TCGA-A6-5667,FAT4,0
TCGA-F4-6461,FAT4,0
TCGA-AG-3599,FAT4,0
TCGA-F4-6460,FAT4,0
TCGA-AA-A03F,FAT4,0
TCGA-EI-7002,FAT4,0
TCGA-AA-3712,FAT4,0
TCGA-DC-6160,FAT4,0
TCGA-G4-6628,FAT4,1
TCGA-AY-6196,FAT4,0
TCGA-AA-3688,FAT4,0
TCGA-G5-6572,FAT4,0
TCGA-AA-3560,FAT4,0
TCGA-CM-5341,FAT4,0
TCGA-CK-4951,FAT4,1
TCGA-AA-3548,FAT4,0
TCGA-AA-A01X,FAT4,1
TCGA-AF-2693,FAT4,0
TCGA-QG-A5YX,FAT4,0
TCGA-G4-6306,FAT4,0
TCGA-AG-3581,FAT4,0
TCGA-AY-4071,FAT4,0
TCGA-EI-6885,FAT4,0
TCGA-AA-3655,FAT4,0
TCGA-AG-A026,FAT4,0
TCGA-D5-5540,FAT4,0
TCGA-A6-6137,FAT4,1
TCGA-AU-6004,FAT4,1
TCGA-AZ-4614,FAT4,1
TCGA-AA-3693,FAT4,0
TCGA-AF-2689,FAT4,0
TCGA-DC-6154,FAT4,1
TCGA-AA-3977,FAT4,1
TCGA-CM-6161,FAT4,0
TCGA-F5-6864,FAT4,1
TCGA-AA-A02E,FAT4,1
TCGA-AA-3510,FAT4,1
TCGA-AY-6386,FAT4,1
TCGA-AF-2690,FAT4,0
TCGA-AA-3555,FAT4,0
TCGA-F5-6810,FAT4,1
TCGA-CK-5913,FAT4,1
TCGA-AA-A00L,FAT4,0
TCGA-AA-3980,FAT4,1
TCGA-CK-5916,FAT4,1
TCGA-CI-6624,FAT4,0
TCGA-D5-6541,FAT4,1
TCGA-A6-6649,FAT4,0
TCGA-AA-3869,FAT4,0
TCGA-A6-2678,FAT4,0
TCGA-D5-6926,FAT4,0
TCGA-G4-6626,FAT4,0
TCGA-EI-6881,FAT4,0
TCGA-CI-6619,FAT4,0
TCGA-AG-A023,FAT4,0
TCGA-AG-A011,FAT4,0
TCGA-AZ-4308,FAT4,0
TCGA-CA-5797,FAT4,0
TCGA-DM-A28K,FAT4,0
TCGA-DC-6681,FAT4,0
TCGA-A6-6782,FAT4,0
TCGA-DT-5265,FAT4,0
TCGA-AF-3914,FAT4,0
TCGA-AA-3531,FAT4,0
TCGA-EI-6514,FAT4,1
TCGA-CM-6172,FAT4,0
TCGA-CM-6676,FAT4,1
TCGA-AA-3675,FAT4,0
TCGA-G4-6294,FAT4,1
TCGA-AA-3858,FAT4,0
TCGA-AA-3812,FAT4,0
TCGA-EI-6883,FAT4,0
TCGA-AD-6963,FAT4,0
TCGA-A6-A5ZU,FAT4,0
TCGA-NH-A50T,FAT4,0
TCGA-A6-2684,FAT4,0
TCGA-F4-6808,FAT4,1
TCGA-CM-5868,FAT4,0
TCGA-A6-6138,FAT4,0
TCGA-AA-A01Q,FAT4,0
TCGA-A6-5661,FAT4,1
TCGA-A6-5665,FAT4,1
TCGA-EF-5831,FAT4,1
TCGA-AD-6895,FAT4,1
TCGA-AA-3844,FAT4,0
TCGA-A6-3808,FAT4,0
TCGA-A6-3807,FAT4,0
TCGA-5M-AAT5,FAT4,0
TCGA-AG-A014,FAT4,0
TCGA-NH-A6GA,FAT4,0
TCGA-CK-4952,FAT4,0
TCGA-AA-3875,FAT4,0
TCGA-DY-A1DE,FAT4,0
TCGA-CM-6674,FAT4,0
TCGA-CA-5255,FAT4,0
TCGA-A6-2671,FAT4,0
TCGA-G4-6304,FAT4,1
TCGA-G4-6307,FAT4,0
TCGA-DM-A1HA,FAT4,0
TCGA-AZ-6603,FAT4,0
TCGA-AA-A00J,FAT4,0
TCGA-CM-4747,FAT4,0
TCGA-AA-3713,FAT4,1
TCGA-CK-5914,FAT4,0
TCGA-A6-2674,FAT4,0
TCGA-A6-6141,FAT4,0
TCGA-AG-3580,FAT4,0
TCGA-AA-3982,FAT4,0
TCGA-AG-3898,FAT4,0
TCGA-AG-3583,FAT4,0
TCGA-CM-5864,FAT4,1
TCGA-AF-6136,FAT4,0
TCGA-AA-3955,FAT4,0
TCGA-AF-5654,FAT4,0
TCGA-D5-6931,FAT4,1
TCGA-CK-4948,FAT4,0
TCGA-AA-3861,FAT4,0
TCGA-AG-3575,FAT4,1
TCGA-AD-6964,FAT4,1
TCGA-G4-6625,FAT4,0
TCGA-AF-4110,FAT4,0
TCGA-AA-3520,FAT4,0
TCGA-RU-A8FL,FAT4,0
TCGA-AM-5821,FAT4,1
TCGA-AG-3999,FAT4,0
TCGA-AA-A00F,FAT4,0
TCGA-AD-A5EJ,FAT4,1
TCGA-AF-6672,FAT4,0
TCGA-G4-6297,FAT4,0
TCGA-AA-3673,FAT4,0
TCGA-AA-A00Q,FAT4,0
TCGA-DC-6157,FAT4,0
TCGA-AA-3496,FAT4,0
TCGA-DC-4745,FAT4,0
TCGA-NH-A8F7,FAT4,0
TCGA-D5-6929,FAT4,0
TCGA-F4-6856,FAT4,0
TCGA-AZ-6607,FAT4,0
TCGA-A6-6648,FAT4,0
TCGA-EI-6509,FAT4,0
TCGA-AA-3947,FAT4,1
TCGA-CA-5796,FAT4,1
TCGA-A6-2670,FAT4,0
TCGA-DM-A280,FAT4,1
TCGA-AA-3494,FAT4,0
TCGA-A6-6653,FAT4,1
TCGA-AA-A02H,FAT4,0
TCGA-CM-6164,FAT4,0
TCGA-AY-4070,FAT4,0
TCGA-AG-3598,FAT4,0
TCGA-A6-6650,FAT4,0
TCGA-AG-4021,FAT4,0
TCGA-AA-3488,FAT4,0
TCGA-AA-A01G,FAT4,0
TCGA-AA-A02O,FAT4,1
TCGA-AZ-4681,FAT4,0
TCGA-AA-3852,FAT4,0
TCGA-G4-6302,FAT4,1
TCGA-AF-2692,FAT4,0
TCGA-AG-3731,FAT4,0
TCGA-AG-4008,FAT4,0
TCGA-F5-6863,FAT4,0
TCGA-AA-3970,FAT4,0
TCGA-AA-A02W,FAT4,0
TCGA-AA-A02J,FAT4,0
TCGA-CK-4947,FAT4,0
TCGA-AG-A01W,FAT4,0
TCGA-A6-A56B,FAT4,0
TCGA-AA-3994,FAT4,0
TCGA-CK-6747,FAT4,0
TCGA-G4-6586,FAT4,1
TCGA-CM-6168,FAT4,0
TCGA-DM-A0X9,FAT4,1
TCGA-AA-A02R,FAT4,0
TCGA-AG-3909,FAT4,0
TCGA-CM-6679,FAT4,0
TCGA-A6-2682,FAT4,0
TCGA-F5-6861,FAT4,0
TCGA-A6-A566,FAT4,0
TCGA-CA-6715,FAT4,0
TCGA-G4-6311,FAT4,0
TCGA-CL-5917,FAT4,0
TCGA-AA-A022,FAT4,1
TCGA-AA-3854,FAT4,0
TCGA-CK-6751,FAT4,0
TCGA-AZ-6601,FAT4,1
TCGA-AA-3956,FAT4,0
TCGA-A6-2681,FAT4,0
TCGA-AA-3841,FAT4,0
TCGA-CM-4752,FAT4,0
TCGA-WS-AB45,FAT4,1
TCGA-AA-3842,FAT4,0
TCGA-AA-A01C,FAT4,0
TCGA-AA-3509,FAT4,0
TCGA-AF-A56N,FAT4,0
TCGA-DY-A1DD,FAT4,1
TCGA-AA-3939,FAT4,0
TCGA-T9-A92H,FAT4,1
TCGA-AG-3609,FAT4,0
TCGA-A6-6654,FAT4,0
TCGA-AA-3930,FAT4,0
TCGA-AF-2691,FAT4,0
TCGA-AA-3941,FAT4,0
TCGA-AH-6544,FAT4,0
TCGA-AA-3502,FAT4,0
TCGA-AG-A01L,FAT4,0
TCGA-AZ-6605,FAT4,1
TCGA-DM-A1D4,FAT4,1
TCGA-QG-A5Z2,FAT4,0
TCGA-AA-A01S,FAT4,0
TCGA-AG-3728,FAT4,0
TCGA-A6-A567,FAT4,0
TCGA-F5-6571,FAT4,0
TCGA-AZ-5403,FAT4,0
TCGA-DM-A28E,FAT4,0
TCGA-AA-3492,FAT4,0
TCGA-A6-3809,FAT4,1
TCGA-AG-4005,FAT4,0
TCGA-AA-3967,FAT4,0
TCGA-AA-A01I,FAT4,0
TCGA-A6-6780,FAT4,0
TCGA-AA-3526,FAT4,0
TCGA-A6-2676,FAT4,0
TCGA-DY-A1DG,FAT4,0
TCGA-CK-6748,FAT4,0
TCGA-AG-A02N,FAT4,0
TCGA-F5-6464,FAT4,0
TCGA-CM-6163,FAT4,0
TCGA-DM-A1HB,FAT4,0
TCGA-AG-3887,FAT4,1
TCGA-SS-A7HO,FAT4,0
TCGA-AG-4007,FAT4,0
TCGA-CM-6169,FAT4,0
TCGA-F5-6814,FAT4,1
TCGA-AG-4022,FAT4,0
TCGA-AA-3543,FAT4,0
TCGA-4N-A93T,FAT4,0
TCGA-DM-A1D8,FAT4,1
TCGA-AG-3882,FAT4,0
TCGA-G4-6588,FAT4,1
TCGA-F4-6807,FAT4,1
TCGA-AA-A029,FAT4,0
TCGA-AA-3972,FAT4,0
TCGA-AA-3511,FAT4,0
TCGA-D5-5541,FAT4,0
TCGA-AD-6889,FAT4,1
TCGA-CA-6716,FAT4,0
TCGA-A6-4105,FAT4,0
TCGA-A6-5662,FAT4,0
TCGA-A6-6652,FAT4,0
TCGA-CM-5860,FAT4,0
TCGA-CM-5861,FAT4,0
TCGA-AA-A01R,FAT4,1
TCGA-A6-5659,FAT4,0
TCGA-DM-A285,FAT4,0
TCGA-F5-6813,FAT4,0
TCGA-AG-3896,FAT4,1
TCGA-DM-A28A,FAT4,0
TCGA-D5-6529,FAT4,0
TCGA-QG-A5Z1,FAT4,1
TCGA-AG-A016,FAT4,0
TCGA-CA-6719,FAT4,0
TCGA-NH-A50U,FAT4,0
TCGA-AG-A025,FAT4,0
TCGA-CM-6170,FAT4,0
TCGA-AA-3542,FAT4,0
TCGA-DY-A0XA,FAT4,0
TCGA-AG-A00H,FAT4,0
TCGA-QG-A5YW,FAT4,0
TCGA-F4-6459,FAT4,0
TCGA-AA-3664,FAT4,0
TCGA-D5-6538,FAT4,0
TCGA-D5-6535,FAT4,0
TCGA-AG-A01J,FAT4,0
TCGA-CM-5862,FAT4,0
TCGA-AG-3591,FAT4,0
TCGA-CL-4957,FAT4,0
TCGA-AG-A02X,FAT4,0
TCGA-AA-A02Y,FAT4,1
TCGA-BM-6198,FAT4,0
TCGA-AF-3912,FAT4,0
TCGA-AA-3666,FAT4,0
TCGA-5M-AATE,FAT4,0
TCGA-AA-3558,FAT4,0
TCGA-DM-A0XD,FAT4,1
TCGA-4T-AA8H,FAT4,0
TCGA-CK-6746,FAT4,0
TCGA-AA-A01K,FAT4,1
TCGA-AG-3605,FAT4,0
TCGA-D5-6927,FAT4,0
TCGA-AG-3732,FAT4,0
TCGA-CM-6677,FAT4,0
TCGA-EI-6513,FAT4,0
TCGA-AZ-6598,FAT4,1
TCGA-AG-3586,FAT4,0
TCGA-AG-A01Y,FAT4,0
TCGA-3L-AA1B,FAT4,0
TCGA-AA-3975,FAT4,0
TCGA-5M-AATA,FAT4,0
TCGA-AA-3532,FAT4,0
TCGA-AA-3696,FAT4,0
TCGA-G4-6298,FAT4,0
TCGA-AA-3681,FAT4,0
TCGA-G4-6314,FAT4,0
TCGA-D5-6532,FAT4,0
TCGA-AA-3860,FAT4,0
TCGA-CI-6623,FAT4,0
TCGA-AY-A69D,FAT4,0
TCGA-AA-3521,FAT4,0
TCGA-AG-3893,FAT4,0
TCGA-D5-5537,FAT4,0
TCGA-DM-A28H,FAT4,0
TCGA-CM-6166,FAT4,0
TCGA-AZ-6600,FAT4,1
TCGA-AA-A017,FAT4,0
TCGA-AA-3979,FAT4,0
TCGA-AA-A00Z,FAT4,0
TCGA-A6-4107,FAT4,0
TCGA-D5-6540,FAT4,0
TCGA-AA-3525,FAT4,0
TCGA-AA-3815,FAT4,1
TCGA-DY-A1DF,FAT4,0
TCGA-CI-6620,FAT4,0
TCGA-EI-6884,FAT4,0
TCGA-AG-3584,FAT4,0
TCGA-EI-7004,FAT4,0
TCGA-D5-6923,FAT4,0
TCGA-G4-6322,FAT4,1
TCGA-AA-3855,FAT4,0
TCGA-A6-6781,FAT4,0
TCGA-A6-2672,FAT4,1
TCGA-CM-5344,FAT4,0
TCGA-AG-3881,FAT4,0
TCGA-AG-3883,FAT4,1
TCGA-AZ-5407,FAT4,0
TCGA-A6-3810,FAT4,0
TCGA-AD-6901,FAT4,0
TCGA-DM-A0XF,FAT4,0
TCGA-CM-5348,FAT4,1
TCGA-AA-3489,FAT4,0
TCGA-AA-3554,FAT4,0
TCGA-AG-3601,FAT4,0
TCGA-F4-6806,FAT4,1
TCGA-AA-3845,FAT4,1
TCGA-AA-3966,FAT4,1
TCGA-EI-6506,FAT4,0
TCGA-AA-3692,FAT4,0
TCGA-AA-3831,FAT4,0
TCGA-AG-3902,FAT4,0
TCGA-AH-6643,FAT4,0
TCGA-CI-6622,FAT4,0
TCGA-AF-A56K,FAT4,0
TCGA-D5-6924,FAT4,0
TCGA-AA-3870,FAT4,0
TCGA-DC-4749,FAT4,0
TCGA-AZ-4615,FAT4,0
TCGA-AA-3529,FAT4,0
TCGA-CK-5912,FAT4,0
TCGA-CM-4746,FAT4,0
TCGA-AD-6548,FAT4,1
TCGA-AA-3952,FAT4,0
TCGA-AA-3663,FAT4,1
TCGA-DY-A1H8,FAT4,1
TCGA-CK-4950,FAT4,0
TCGA-G5-6235,FAT4,0
TCGA-AG-3608,FAT4,0
TCGA-EI-6507,FAT4,1
TCGA-AA-3672,FAT4,1
TCGA-DM-A28M,FAT4,0
TCGA-AA-3517,FAT4,0
TCGA-AA-3538,FAT4,0
TCGA-AZ-4323,FAT4,0
TCGA-AA-3518,FAT4,0
TCGA-AA-3678,FAT4,0
TCGA-CK-5915,FAT4,0
TCGA-AG-3602,FAT4,0
TCGA-F4-6704,FAT4,0
TCGA-AY-A8YK,FAT4,0
TCGA-AH-6547,FAT4,0
TCGA-CM-4750,FAT4,0
TCGA-A6-6142,FAT4,1
TCGA-AG-A00Y,FAT4,1
TCGA-AA-3864,FAT4,1
TCGA-QG-A5YV,FAT4,0
TCGA-AZ-6606,FAT4,0
TCGA-CM-4743,FAT4,0
TCGA-AD-6965,FAT4,0
TCGA-AF-A56L,FAT4,0
TCGA-AG-3587,FAT4,0
TCGA-AA-A01Z,FAT4,0
TCGA-AA-A00R,FAT4,0
TCGA-G4-6315,FAT4,0
TCGA-AG-3594,FAT4,0
TCGA-AA-3968,FAT4,0
TCGA-AZ-4684,FAT4,0
TCGA-AG-A002,FAT4,1
TCGA-AF-3400,FAT4,0
TCGA-AA-3949,FAT4,1
TCGA-F4-6463,FAT4,0
TCGA-CM-4744,FAT4,0
TCGA-CM-5863,FAT4,0
TCGA-NH-A5IV,FAT4,1
TCGA-F5-6811,FAT4,1
TCGA-AA-3950,FAT4,0
TCGA-DC-5869,FAT4,0
TCGA-CM-4748,FAT4,0
TCGA-5M-AAT6,FAT4,0
TCGA-AF-6655,FAT4,0
TCGA-G4-6317,FAT4,0
TCGA-EI-6511,FAT4,0
TCGA-AA-3679,FAT4,0
TCGA-AA-3553,FAT4,0
TCGA-D5-6534,FAT4,0
TCGA-AA-A004,FAT4,0
TCGA-F4-6569,FAT4,0
TCGA-NH-A50V,FAT4,0
TCGA-CM-6167,FAT4,0
TCGA-AG-3891,FAT4,0
TCGA-AY-A71X,FAT4,0
TCGA-AA-A024,FAT4,0
TCGA-AA-3989,FAT4,0
TCGA-QL-A97D,FAT4,0
TCGA-D5-7000,FAT4,0
TCGA-AG-4009,FAT4,0
TCGA-AA-3667,FAT4,0
TCGA-AA-3867,FAT4,0
TCGA-CM-6678,FAT4,0
TCGA-DM-A1DB,FAT4,0
TCGA-AA-3684,FAT4,0
TCGA-AA-3522,FAT4,0
TCGA-F5-6465,FAT4,0
TCGA-AA-3811,FAT4,1
TCGA-AG-4001,FAT4,1
TCGA-EI-6508,FAT4,0
TCGA-AY-A54L,FAT4,0
TCGA-AH-6644,FAT4,0
TCGA-A6-2677,FAT4,0
TCGA-AA-3516,FAT4,0
TCGA-AA-3662,FAT4,0
TCGA-G4-6320,FAT4,1
TCGA-AG-3582,FAT4,0
TCGA-AA-3984,FAT4,1
TCGA-A6-5657,FAT4,0
TCGA-D5-6920,FAT4,1
TCGA-AA-3685,FAT4,0
TCGA-AA-A02F,FAT4,0
TCGA-A6-A565,FAT4,0
TCGA-AA-3697,FAT4,1
TCGA-AA-3514,FAT4,1
TCGA-AZ-4315,FAT4,1
TCGA-AG-3892,FAT4,1
TCGA-AA-3534,FAT4,0
TCGA-CA-6718,FAT4,1
TCGA-G4-6295,FAT4,0
TCGA-AG-3890,FAT4,0
TCGA-AA-A01D,FAT4,1
TCGA-AA-3715,FAT4,1
TCGA-EI-6882,FAT4,0
TCGA-NH-A6GB,FAT4,1
TCGA-DM-A1D9,FAT4,0
TCGA-CM-4751,FAT4,0
TCGA-AA-A00N,FAT4,1
TCGA-G4-6309,FAT4,1
TCGA-D5-6531,FAT4,0
TCGA-AZ-4682,FAT4,0
TCGA-A6-2685,FAT4,0
TCGA-F5-6812,FAT4,0
TCGA-AG-3885,FAT4,0
TCGA-AG-3727,FAT4,0
TCGA-AA-A03J,FAT4,0
TCGA-AA-3549,FAT4,0
TCGA-AZ-4616,FAT4,0
TCGA-AG-A008,FAT4,0
TCGA-DM-A282,FAT4,0
TCGA-F4-6805,FAT4,0
TCGA-F4-6809,FAT4,0
TCGA-G4-6321,FAT4,1
TCGA-AA-3544,FAT4,0
TCGA-D5-6536,FAT4,0
TCGA-AA-3973,FAT4,0
TCGA-AD-6890,FAT4,1
TCGA-AD-A5EK,FAT4,0
TCGA-AD-6899,FAT4,0
TCGA-DM-A1D6,FAT4,0
TCGA-A6-5656,FAT4,0
TCGA-DC-6155,FAT4,0
TCGA-D5-6537,FAT4,0
TCGA-AG-3906,FAT4,0
TCGA-CM-6162,FAT4,0
TCGA-F4-6570,FAT4,1
TCGA-D5-6928,FAT4,1
TCGA-CM-6171,FAT4,1
TCGA-D5-6539,FAT4,1
TCGA-F5-6702,FAT4,0
TCGA-AZ-6608,FAT4,0
TCGA-AG-A036,FAT4,0
TCGA-AA-3846,FAT4,0
TCGA-AA-3814,FAT4,0
TCGA-AA-3680,FAT4,0
TCGA-CL-5918,FAT4,0
TCGA-DM-A1DA,FAT4,0
TCGA-CM-6165,FAT4,0
TCGA-AA-3710,FAT4,0
TCGA-AY-6197,FAT4,1
TCGA-DM-A28C,FAT4,1
TCGA-AA-A01T,FAT4,0
TCGA-A6-5664,FAT4,0
TCGA-D5-6530,FAT4,1
TCGA-AF-2687,FAT4,0
TCGA-AA-3660,FAT4,1
TCGA-D5-6533,FAT4,1
TCGA-AA-A00W,FAT4,0
TCGA-DM-A1D7,FAT4,0
TCGA-A6-2683,FAT4,0
TCGA-AU-3779,FAT4,0
TCGA-AG-3611,FAT4,0
TCGA-CM-6680,FAT4,1
TCGA-AZ-6599,FAT4,0
TCGA-AG-3742,FAT4,1
TCGA-CM-6675,FAT4,0
TCGA-AA-3556,FAT4,0
TCGA-AG-3725,FAT4,0
TCGA-AG-3878,FAT4,1
TCGA-AA-3818,FAT4,0
TCGA-AG-A00C,FAT4,0
TCGA-A6-2680,FAT4,1
TCGA-G5-6233,FAT4,1
TCGA-DM-A28G,FAT4,1
TCGA-DC-6158,LRP1B,0
TCGA-F4-6854,LRP1B,0
TCGA-DC-5337,LRP1B,0
TCGA-AA-3561,LRP1B,0
TCGA-AA-A00O,LRP1B,0
TCGA-DM-A28F,LRP1B,0
TCGA-AA-3866,LRP1B,0
TCGA-AF-3913,LRP1B,0
TCGA-AA-3524,LRP1B,0
TCGA-AG-3578,LRP1B,0
TCGA-AA-3877,LRP1B,0
TCGA-AA-3986,LRP1B,0
TCGA-AA-3862,LRP1B,0
TCGA-AG-3894,LRP1B,0
TCGA-NH-A6GC,LRP1B,0
TCGA-AA-A010,LRP1B,1
TCGA-A6-2675,LRP1B,0
TCGA-AA-A00D,LRP1B,0
TCGA-AA-A00U,LRP1B,0
TCGA-EI-6510,LRP1B,0
TCGA-AA-3519,LRP1B,0
TCGA-AG-A015,LRP1B,0
TCGA-G5-6641,LRP1B,0
TCGA-AA-3848,LRP1B,0
TCGA-D5-6922,LRP1B,0
TCGA-EF-5830,LRP1B,0
TCGA-AA-3856,LRP1B,0
TCGA-AG-A032,LRP1B,0
TCGA-G4-6323,LRP1B,0
TCGA-F4-6703,LRP1B,0
TCGA-AA-A01V,LRP1B,0
TCGA-EI-6917,LRP1B,1
TCGA-AA-A00K,LRP1B,0
TCGA-D5-5538,LRP1B,0
TCGA-A6-5660,LRP1B,0
TCGA-AA-3821,LRP1B,1
TCGA-A6-6651,LRP1B,1
TCGA-AG-3574,LRP1B,0
TCGA-AD-5900,LRP1B,1
TCGA-A6-2679,LRP1B,1
TCGA-AA-3837,LRP1B,0
TCGA-AG-3593,LRP1B,0
TCGA-AA-A00A,LRP1B,0
TCGA-AH-6549,LRP1B,0
TCGA-AA-A02K,LRP1B,0
TCGA-AA-3971,LRP1B,0
TCGA-AG-A01N,LRP1B,0
TCGA-5M-AAT4,LRP1B,0
TCGA-AA-A00E,LRP1B,0
TCGA-AA-3562,LRP1B,0
TCGA-AG-3592,LRP1B,0
TCGA-D5-6932,LRP1B,1
TCGA-AA-A01F,LRP1B,0
TCGA-AG-4015,LRP1B,0
TCGA-AA-A01P,LRP1B,0
TCGA-AD-6888,LRP1B,1
TCGA-DM-A288,LRP1B,0
TCGA-G4-6310,LRP1B,0
TCGA-AY-5543,LRP1B,0
TCGA-AA-3976,LRP1B,0
TCGA-AG-3612,LRP1B,0
TCGA-CI-6621,LRP1B,0
TCGA-AG-3901,LRP1B,0
TCGA-AA-3495,LRP1B,0
TCGA-D5-5539,LRP1B,0
TCGA-DC-6683,LRP1B,0
TCGA-CA-5256,LRP1B,1
TCGA-AG-A02G,LRP1B,0
TCGA-AG-3600,LRP1B,0
TCGA-AF-3911,LRP1B,0
TCGA-AH-6897,LRP1B,0
TCGA-G4-6627,LRP1B,0
TCGA-AA-3819,LRP1B,0
TCGA-A6-2686,LRP1B,0
TCGA-AG-A020,LRP1B,0
TCGA-AA-3833,LRP1B,0
TCGA-AA-3530,LRP1B,0
TCGA-AA-3851,LRP1B,0
TCGA-DM-A1D0,LRP1B,1
TCGA-F4-6855,LRP1B,0
TCGA-NH-A8F8,LRP1B,0
TCGA-AH-6903,LRP1B,0
TCGA-AZ-4313,LRP1B,0
TCGA-DY-A1DC,LRP1B,0
TCGA-AA-3872,LRP1B,0
TCGA-AA-3850,LRP1B,0
TCGA-A6-6140,LRP1B,0
TCGA-AG-3726,LRP1B,0
TCGA-CM-5349,LRP1B,0
TCGA-G4-6299,LRP1B,0
TCGA-AA-3695,LRP1B,1
TCGA-EI-6512,LRP1B,0
TCGA-A6-5666,LRP1B,0
TCGA-DC-6156,LRP1B,0
TCGA-G4-6303,LRP1B,1
TCGA-AA-3552,LRP1B,0
TCGA-CA-6717,LRP1B,1
TCGA-DC-6682,LRP1B,0
TCGA-AA-3527,LRP1B,0
TCGA-AM-5820,LRP1B,0
TCGA-CA-5254,LRP1B,0
TCGA-G4-6293,LRP1B,0
TCGA-D5-6898,LRP1B,0
TCGA-AA-3506,LRP1B,0
TCGA-D5-6930,LRP1B,0
TCGA-A6-5667,LRP1B,0
TCGA-F4-6461,LRP1B,0
TCGA-AG-3599,LRP1B,0
TCGA-F4-6460,LRP1B,1
TCGA-AA-A03F,LRP1B,0
TCGA-EI-7002,LRP1B,0
TCGA-AA-3712,LRP1B,0
TCGA-DC-6160,LRP1B,0
TCGA-G4-6628,LRP1B,1
TCGA-AY-6196,LRP1B,0
TCGA-AA-3688,LRP1B,0
TCGA-G5-6572,LRP1B,0
TCGA-AA-3560,LRP1B,0
TCGA-CM-5341,LRP1B,1
TCGA-CK-4951,LRP1B,1
TCGA-AA-3548,LRP1B,0
TCGA-AA-A01X,LRP1B,0
TCGA-AF-2693,LRP1B,0
TCGA-QG-A5YX,LRP1B,0
TCGA-G4-6306,LRP1B,0
TCGA-AG-3581,LRP1B,0
TCGA-AY-4071,LRP1B,1
TCGA-EI-6885,LRP1B,0
TCGA-AA-3655,LRP1B,0
TCGA-AG-A026,LRP1B,0
TCGA-D5-5540,LRP1B,0
TCGA-A6-6137,LRP1B,1
TCGA-AU-6004,LRP1B,0
TCGA-AZ-4614,LRP1B,0
TCGA-AA-3693,LRP1B,0
TCGA-AF-2689,LRP1B,0
TCGA-DC-6154,LRP1B,0
TCGA-AA-3977,LRP1B,1
TCGA-CM-6161,LRP1B,0
TCGA-F5-6864,LRP1B,0
TCGA-AA-A02E,LRP1B,1
TCGA-AA-3510,LRP1B,1
TCGA-AY-6386,LRP1B,0
TCGA-AF-2690,LRP1B,1
TCGA-AA-3555,LRP1B,0
TCGA-F5-6810,LRP1B,0
TCGA-CK-5913,LRP1B,0
TCGA-AA-A00L,LRP1B,0
TCGA-AA-3980,LRP1B,0
TCGA-CK-5916,LRP1B,1
TCGA-CI-6624,LRP1B,1
TCGA-D5-6541,LRP1B,0
TCGA-A6-6649,LRP1B,1
TCGA-AA-3869,LRP1B,0
TCGA-A6-2678,LRP1B,0
TCGA-D5-6926,LRP1B,0
TCGA-G4-6626,LRP1B,0
TCGA-EI-6881,LRP1B,0
TCGA-CI-6619,LRP1B,0
TCGA-AG-A023,LRP1B,0
TCGA-AG-A011,LRP1B,0
TCGA-AZ-4308,LRP1B,0
TCGA-CA-5797,LRP1B,0
TCGA-DM-A28K,LRP1B,0
TCGA-DC-6681,LRP1B,0
TCGA-A6-6782,LRP1B,1
TCGA-DT-5265,LRP1B,0
TCGA-AF-3914,LRP1B,0
TCGA-AA-3531,LRP1B,0
TCGA-EI-6514,LRP1B,1
TCGA-CM-6172,LRP1B,0
TCGA-CM-6676,LRP1B,0
TCGA-AA-3675,LRP1B,0
TCGA-G4-6294,LRP1B,0
